Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","56","Maize","1991","1991","7021","Annual value","LCU","441","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","973","Meat live weight, buffalo","1991","1991","7021","Annual value","LCU","3550","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1138","Meat live weight, camel","1991","1991","7021","Annual value","LCU","2790","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1991","1991","7021","Annual value","LCU","4070","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","1991","1991","7021","Annual value","LCU","2100","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1071","Meat live weight, duck","1991","1991","7021","Annual value","LCU","4100","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1033","Meat live weight, goat","1991","1991","7021","Annual value","LCU","3410","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1078","Meat live weight, goose","1991","1991","7021","Annual value","LCU","4050","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1056","Meat live weight, pig","1991","1991","7021","Annual value","LCU","5000","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1145","Meat live weight, rabbit","1991","1991","7021","Annual value","LCU","3207.9","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1013","Meat live weight, sheep","1991","1991","7021","Annual value","LCU","3690","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1088","Meat live weight, turkey","1991","1991","7021","Annual value","LCU","5600","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1166","Meat nes","1991","1991","7021","Annual value","LCU","3600","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1089","Meat, bird nes","1991","1991","7021","Annual value","LCU","3600","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","947","Meat, buffalo","1991","1991","7021","Annual value","LCU","7104","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1127","Meat, camel","1991","1991","7021","Annual value","LCU","6140","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","867","Meat, cattle","1991","1991","7021","Annual value","LCU","7322","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","1991","1991","7021","Annual value","LCU","2520","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1069","Meat, duck","1991","1991","7021","Annual value","LCU","4890","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1017","Meat, goat","1991","1991","7021","Annual value","LCU","7850","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1073","Meat, goose and guinea fowl","1991","1991","7021","Annual value","LCU","4870","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1035","Meat, pig","1991","1991","7021","Annual value","LCU","6500","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1141","Meat, rabbit","1991","1991","7021","Annual value","LCU","4860","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","977","Meat, sheep","1991","1991","7021","Annual value","LCU","7740","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1080","Meat, turkey","1991","1991","7021","Annual value","LCU","7280","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","951","Milk, whole fresh buffalo","1991","1991","7021","Annual value","LCU","1060","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","1991","1991","7021","Annual value","LCU","1050","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","1991","1991","7021","Annual value","LCU","798","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","403","Onions, dry","1991","1991","7021","Annual value","LCU","199","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","187","Peas, dry","1991","1991","7021","Annual value","LCU","1250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","417","Peas, green","1991","1991","7021","Annual value","LCU","373","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","116","Potatoes","1991","1991","7021","Annual value","LCU","306","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","27","Rice, paddy","1991","1991","7021","Annual value","LCU","400","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","328","Seed cotton","1991","1991","7021","Annual value","LCU","2007","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","289","Sesame seed","1991","1991","7021","Annual value","LCU","2104","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1991","1991","7021","Annual value","LCU","120000","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","83","Sorghum","1991","1991","7021","Annual value","LCU","443","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","236","Soybeans","1991","1991","7021","Annual value","LCU","850","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","373","Spinach","1991","1991","7021","Annual value","LCU","146","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","157","Sugar beet","1991","1991","7021","Annual value","LCU","55","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","156","Sugar cane","1991","1991","7021","Annual value","LCU","58","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","267","Sunflower seed","1991","1991","7021","Annual value","LCU","850","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1991","1991","7021","Annual value","LCU","219","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","136","Taro (cocoyam)","1991","1991","7021","Annual value","LCU","532","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","388","Tomatoes","1991","1991","7021","Annual value","LCU","395","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","15","Wheat","1991","1991","7021","Annual value","LCU","498","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","987","Wool, greasy","1991","1991","7021","Annual value","LCU","4092","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","44","Barley","1992","1992","7021","Annual value","LCU","494","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","176","Beans, dry","1992","1992","7021","Annual value","LCU","1890","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","414","Beans, green","1992","1992","7021","Annual value","LCU","313","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1992","1992","7021","Annual value","LCU","1058","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","358","Cabbages and other brassicas","1992","1992","7021","Annual value","LCU","89","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","426","Carrots and turnips","1992","1992","7021","Annual value","LCU","90","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","393","Cauliflowers and broccoli","1992","1992","7021","Annual value","LCU","131","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","191","Chick peas","1992","1992","7021","Annual value","LCU","1515","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","329","Cottonseed","1992","1992","7021","Annual value","LCU","48","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","195","Cow peas, dry","1992","1992","7021","Annual value","LCU","1890","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","397","Cucumbers and gherkins","1992","1992","7021","Annual value","LCU","206","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","399","Eggplants (aubergines)","1992","1992","7021","Annual value","LCU","228","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","773","Flax fibre and tow","1992","1992","7021","Annual value","LCU","148","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","406","Garlic","1992","1992","7021","Annual value","LCU","185","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","1992","1992","7021","Annual value","LCU","1031","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1182","Honey, natural","1992","1992","7021","Annual value","LCU","6625","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","201","Lentils","1992","1992","7021","Annual value","LCU","1476","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","210","Lupins","1992","1992","7021","Annual value","LCU","1505","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","56","Maize","1992","1992","7021","Annual value","LCU","435","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","973","Meat live weight, buffalo","1992","1992","7021","Annual value","LCU","3650","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1138","Meat live weight, camel","1992","1992","7021","Annual value","LCU","2820","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1992","1992","7021","Annual value","LCU","4170","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","1992","1992","7021","Annual value","LCU","2300","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1071","Meat live weight, duck","1992","1992","7021","Annual value","LCU","4700","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1033","Meat live weight, goat","1992","1992","7021","Annual value","LCU","3460","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1078","Meat live weight, goose","1992","1992","7021","Annual value","LCU","5000","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1056","Meat live weight, pig","1992","1992","7021","Annual value","LCU","5080","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1145","Meat live weight, rabbit","1992","1992","7021","Annual value","LCU","3564.4","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1013","Meat live weight, sheep","1992","1992","7021","Annual value","LCU","3700","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1088","Meat live weight, turkey","1992","1992","7021","Annual value","LCU","5700","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1166","Meat nes","1992","1992","7021","Annual value","LCU","4500","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1089","Meat, bird nes","1992","1992","7021","Annual value","LCU","4500","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","947","Meat, buffalo","1992","1992","7021","Annual value","LCU","7300","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1127","Meat, camel","1992","1992","7021","Annual value","LCU","6210","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","867","Meat, cattle","1992","1992","7021","Annual value","LCU","7500","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","1992","1992","7021","Annual value","LCU","2760","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1069","Meat, duck","1992","1992","7021","Annual value","LCU","6800","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1017","Meat, goat","1992","1992","7021","Annual value","LCU","7950","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1073","Meat, goose and guinea fowl","1992","1992","7021","Annual value","LCU","6020","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1035","Meat, pig","1992","1992","7021","Annual value","LCU","6600","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1141","Meat, rabbit","1992","1992","7021","Annual value","LCU","5400","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","977","Meat, sheep","1992","1992","7021","Annual value","LCU","7800","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1080","Meat, turkey","1992","1992","7021","Annual value","LCU","7410","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","951","Milk, whole fresh buffalo","1992","1992","7021","Annual value","LCU","1110","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","1992","1992","7021","Annual value","LCU","1039","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","1992","1992","7021","Annual value","LCU","757","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","403","Onions, dry","1992","1992","7021","Annual value","LCU","212","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","187","Peas, dry","1992","1992","7021","Annual value","LCU","1270","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","417","Peas, green","1992","1992","7021","Annual value","LCU","417","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","116","Potatoes","1992","1992","7021","Annual value","LCU","250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","394","Pumpkins, squash and gourds","1992","1992","7021","Annual value","LCU","523","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","27","Rice, paddy","1992","1992","7021","Annual value","LCU","451","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","328","Seed cotton","1992","1992","7021","Annual value","LCU","2398","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","289","Sesame seed","1992","1992","7021","Annual value","LCU","2161","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1992","1992","7021","Annual value","LCU","133000","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","83","Sorghum","1992","1992","7021","Annual value","LCU","451","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","236","Soybeans","1992","1992","7021","Annual value","LCU","811","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","373","Spinach","1992","1992","7021","Annual value","LCU","157","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","157","Sugar beet","1992","1992","7021","Annual value","LCU","55","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","156","Sugar cane","1992","1992","7021","Annual value","LCU","66","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","267","Sunflower seed","1992","1992","7021","Annual value","LCU","1050","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1992","1992","7021","Annual value","LCU","219","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","136","Taro (cocoyam)","1992","1992","7021","Annual value","LCU","518","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","388","Tomatoes","1992","1992","7021","Annual value","LCU","429","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","15","Wheat","1992","1992","7021","Annual value","LCU","527","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","987","Wool, greasy","1992","1992","7021","Annual value","LCU","4247","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","44","Barley","1993","1993","7021","Annual value","LCU","498","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","176","Beans, dry","1993","1993","7021","Annual value","LCU","2000","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","414","Beans, green","1993","1993","7021","Annual value","LCU","344","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1993","1993","7021","Annual value","LCU","1032","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","358","Cabbages and other brassicas","1993","1993","7021","Annual value","LCU","94","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","426","Carrots and turnips","1993","1993","7021","Annual value","LCU","110","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","393","Cauliflowers and broccoli","1993","1993","7021","Annual value","LCU","137","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","191","Chick peas","1993","1993","7021","Annual value","LCU","1576","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","329","Cottonseed","1993","1993","7021","Annual value","LCU","47","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","195","Cow peas, dry","1993","1993","7021","Annual value","LCU","2300","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","397","Cucumbers and gherkins","1993","1993","7021","Annual value","LCU","303","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","399","Eggplants (aubergines)","1993","1993","7021","Annual value","LCU","274","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","773","Flax fibre and tow","1993","1993","7021","Annual value","LCU","181","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","406","Garlic","1993","1993","7021","Annual value","LCU","196","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","1993","1993","7021","Annual value","LCU","1111","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1182","Honey, natural","1993","1993","7021","Annual value","LCU","7175","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","201","Lentils","1993","1993","7021","Annual value","LCU","1538","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","210","Lupins","1993","1993","7021","Annual value","LCU","1547","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","56","Maize","1993","1993","7021","Annual value","LCU","458","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","973","Meat live weight, buffalo","1993","1993","7021","Annual value","LCU","4440","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1138","Meat live weight, camel","1993","1993","7021","Annual value","LCU","3500","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","945","Meat live weight, cattle","1993","1993","7021","Annual value","LCU","4380","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","1993","1993","7021","Annual value","LCU","3330","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1071","Meat live weight, duck","1993","1993","7021","Annual value","LCU","5800","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1033","Meat live weight, goat","1993","1993","7021","Annual value","LCU","4470","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1078","Meat live weight, goose","1993","1993","7021","Annual value","LCU","4930","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1056","Meat live weight, pig","1993","1993","7021","Annual value","LCU","6500","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1145","Meat live weight, rabbit","1993","1993","7021","Annual value","LCU","3564.4","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1013","Meat live weight, sheep","1993","1993","7021","Annual value","LCU","4420","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1088","Meat live weight, turkey","1993","1993","7021","Annual value","LCU","7000","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1166","Meat nes","1993","1993","7021","Annual value","LCU","5000","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1089","Meat, bird nes","1993","1993","7021","Annual value","LCU","5000","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","947","Meat, buffalo","1993","1993","7021","Annual value","LCU","8877","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1127","Meat, camel","1993","1993","7021","Annual value","LCU","7704","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","867","Meat, cattle","1993","1993","7021","Annual value","LCU","7879","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","1993","1993","7021","Annual value","LCU","4000","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1069","Meat, duck","1993","1993","7021","Annual value","LCU","6920","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1017","Meat, goat","1993","1993","7021","Annual value","LCU","10270","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1073","Meat, goose and guinea fowl","1993","1993","7021","Annual value","LCU","5930","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1035","Meat, pig","1993","1993","7021","Annual value","LCU","8451","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1141","Meat, rabbit","1993","1993","7021","Annual value","LCU","5400","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","977","Meat, sheep","1993","1993","7021","Annual value","LCU","9274","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1080","Meat, turkey","1993","1993","7021","Annual value","LCU","9100","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","951","Milk, whole fresh buffalo","1993","1993","7021","Annual value","LCU","1155","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","1993","1993","7021","Annual value","LCU","1051","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","1993","1993","7021","Annual value","LCU","804","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","403","Onions, dry","1993","1993","7021","Annual value","LCU","159","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","490","Oranges","1993","1993","7021","Annual value","LCU","500","*","Unofficial figure"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","187","Peas, dry","1993","1993","7021","Annual value","LCU","1200","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","417","Peas, green","1993","1993","7021","Annual value","LCU","432","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","116","Potatoes","1993","1993","7021","Annual value","LCU","501","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","394","Pumpkins, squash and gourds","1993","1993","7021","Annual value","LCU","402","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","27","Rice, paddy","1993","1993","7021","Annual value","LCU","504","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","328","Seed cotton","1993","1993","7021","Annual value","LCU","2356","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","289","Sesame seed","1993","1993","7021","Annual value","LCU","2440","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1993","1993","7021","Annual value","LCU","110000","","Official data"
