ISO3,Country,Residence / Facility Type,Service Type,Year,Coverage,Population,Service level
EGY,Egypt,non_hospital,Water,2007,5.92275,4633493.36112,No service
EGY,Egypt,government,Water,2007,5.9043,4619059.5335,No service
EGY,Egypt,non_government,Water,2007,0.25,195580.32,No service
EGY,Egypt,total,Health care waste,2007,0,0,No service
EGY,Egypt,hospital,Health care waste,2007,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2007,0,0,No service
EGY,Egypt,government,Health care waste,2007,0,0,No service
EGY,Egypt,non_government,Health care waste,2007,0,0,No service
EGY,Egypt,total,Hygiene,2008,9.02225,7184966.2278,Basic service
EGY,Egypt,hospital,Hygiene,2008,4.35185,3465642.74748,Basic service
EGY,Egypt,non_hospital,Hygiene,2008,10.02305,7981964.11644,Basic service
EGY,Egypt,government,Hygiene,2008,5.6369,4489006.19352,Basic service
EGY,Egypt,non_government,Hygiene,2008,27.17925,21644489.2734,Basic service
EGY,Egypt,total,Water,2008,77.36925,61613837.8254,Basic service
EGY,Egypt,hospital,Water,2008,84.24605,67090251.77484,Basic service
EGY,Egypt,non_hospital,Water,2008,76.07845,60585895.30476,Basic service
EGY,Egypt,government,Water,2008,77.12365,61418251.61292,Basic service
EGY,Egypt,non_government,Water,2008,78.783,62739692.9064,Basic service
EGY,Egypt,total,Health care waste,2008,16.55193,13181304.23454,Basic service
EGY,Egypt,hospital,Health care waste,2008,22.27958,17742580.17066,Basic service
EGY,Egypt,non_hospital,Health care waste,2008,15.4008,12264593.40864,Basic service
EGY,Egypt,total,Hygiene,2008,90.826,72330266.0208,Limited service
EGY,Egypt,hospital,Hygiene,2008,95.64815,76170437.25252,Limited service
EGY,Egypt,non_hospital,Hygiene,2008,89.80395,71516345.46516,Limited service
EGY,Egypt,government,Hygiene,2008,94.1842,75004604.85936,Limited service
EGY,Egypt,non_government,Hygiene,2008,72.82075,57991590.7266,Limited service
EGY,Egypt,total,Water,2008,17.60375,14018936.433,Limited service
EGY,Egypt,hospital,Water,2008,15.75395,12545828.22516,Limited service
EGY,Egypt,non_hospital,Water,2008,17.9988,14333538.76704,Limited service
EGY,Egypt,government,Water,2008,16.97205,13515875.31564,Limited service
EGY,Egypt,non_government,Water,2008,20.967,16697296.8936,Limited service
EGY,Egypt,total,Health care waste,2008,83.44808,66454775.76546,Limited service
EGY,Egypt,hospital,Health care waste,2008,77.72043,61893499.82934,Limited service
EGY,Egypt,non_hospital,Health care waste,2008,84.5992,67371486.59136,Limited service
EGY,Egypt,total,Environmental cleaning,2008,100,79636080,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2008,100,34289704,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2008,100,45346376,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2008,100,79636080,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2008,100,79636080,Insufficient data
EGY,Egypt,government,Environmental cleaning,2008,100,79636080,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2008,100,79636080,Insufficient data
EGY,Egypt,total,Hygiene,2008,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2008,100,34289704,Insufficient data
EGY,Egypt,rural,Hygiene,2008,100,45346376,Insufficient data
EGY,Egypt,hospital,Hygiene,2008,0,0,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2008,0,0,Insufficient data
EGY,Egypt,government,Hygiene,2008,0,0,Insufficient data
EGY,Egypt,non_government,Hygiene,2008,0,0,Insufficient data
EGY,Egypt,total,Sanitation,2008,91.21953,72643653.90462,Insufficient data
EGY,Egypt,urban,Sanitation,2008,100,34289704,Insufficient data
EGY,Egypt,rural,Sanitation,2008,100,45346376,Insufficient data
EGY,Egypt,hospital,Sanitation,2008,94.59215,75329480.24772,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2008,90.51615,72083513.62692,Insufficient data
EGY,Egypt,government,Sanitation,2008,89.90228,71594647.64082,Insufficient data
EGY,Egypt,non_government,Sanitation,2008,98.3066,78287522.62128,Insufficient data
EGY,Egypt,total,Water,2008,0,0,Insufficient data
EGY,Egypt,urban,Water,2008,100,34289704,Insufficient data
EGY,Egypt,rural,Water,2008,100,45346376,Insufficient data
EGY,Egypt,hospital,Water,2008,0,0,Insufficient data
EGY,Egypt,non_hospital,Water,2008,0,0,Insufficient data
EGY,Egypt,government,Water,2008,0,0,Insufficient data
EGY,Egypt,non_government,Water,2008,0,0,Insufficient data
EGY,Egypt,total,Health care waste,2008,0,0,Insufficient data
EGY,Egypt,urban,Health care waste,2008,100,34289704,Insufficient data
EGY,Egypt,rural,Health care waste,2008,100,45346376,Insufficient data
EGY,Egypt,hospital,Health care waste,2008,0,0,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2008,0,0,Insufficient data
EGY,Egypt,government,Health care waste,2008,100,79636080,Insufficient data
EGY,Egypt,non_government,Health care waste,2008,100,79636080,Insufficient data
EGY,Egypt,total,Hygiene,2008,0.15175,120847.7514,No service
EGY,Egypt,hospital,Hygiene,2008,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2008,0.173,137770.4184,No service
EGY,Egypt,government,Hygiene,2008,0.1789,142468.94712,No service
EGY,Egypt,non_government,Hygiene,2008,0,0,No service
EGY,Egypt,total,Sanitation,2008,8.78047,6992426.09538,No service
EGY,Egypt,hospital,Sanitation,2008,5.40785,4306599.75228,No service
EGY,Egypt,non_hospital,Sanitation,2008,9.48385,7552566.37308,No service
EGY,Egypt,government,Sanitation,2008,10.09773,8041432.35918,No service
EGY,Egypt,non_government,Sanitation,2008,1.6934,1348557.37872,No service
EGY,Egypt,total,Water,2008,5.027,4003305.7416,No service
EGY,Egypt,hospital,Water,2008,0,0,No service
EGY,Egypt,non_hospital,Water,2008,5.92275,4716645.9282,No service
EGY,Egypt,government,Water,2008,5.9043,4701953.07144,No service
EGY,Egypt,non_government,Water,2008,0.25,199090.2,No service
EGY,Egypt,total,Health care waste,2008,0,0,No service
EGY,Egypt,hospital,Health care waste,2008,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2008,0,0,No service
EGY,Egypt,government,Health care waste,2008,0,0,No service
EGY,Egypt,non_government,Health care waste,2008,0,0,No service
EGY,Egypt,total,Hygiene,2009,9.02225,7320183.77122,Basic service
EGY,Egypt,hospital,Hygiene,2009,4.35185,3530864.44565,Basic service
EGY,Egypt,non_hospital,Hygiene,2009,10.02305,8132180.76956,Basic service
EGY,Egypt,government,Hygiene,2009,5.6369,4573487.09025,Basic service
EGY,Egypt,non_government,Hygiene,2009,27.17925,22051827.95466,Basic service
EGY,Egypt,total,Water,2009,77.36925,62773380.05946,Basic service
EGY,Egypt,hospital,Water,2009,84.24605,68352857.43572,Basic service
EGY,Egypt,non_hospital,Water,2009,76.07845,61726092.16432,Basic service
EGY,Egypt,government,Water,2009,77.12365,62574113.01031,Basic service
EGY,Egypt,non_government,Water,2009,78.783,63920423.18136,Basic service
EGY,Egypt,total,Health care waste,2009,16.55193,13429369.92075,Basic service
EGY,Egypt,hospital,Health care waste,2009,22.27958,18076486.83473,Basic service
EGY,Egypt,non_hospital,Health care waste,2009,15.4008,12495407.04634,Basic service
EGY,Egypt,total,Hygiene,2009,90.826,73691486.18192,Limited service
EGY,Egypt,hospital,Hygiene,2009,95.64815,77603927.55435,Limited service
EGY,Egypt,non_hospital,Hygiene,2009,89.80395,72862248.04028,Limited service
EGY,Egypt,government,Hygiene,2009,94.1842,76416154.76686,Limited service
EGY,Egypt,non_government,Hygiene,2009,72.82075,59082964.04534,Limited service
EGY,Egypt,total,Water,2009,17.60375,14282765.9467,Limited service
EGY,Egypt,hospital,Water,2009,15.75395,12781934.56428,Limited service
EGY,Egypt,non_hospital,Water,2009,17.9988,14603288.9425,Limited service
EGY,Egypt,government,Water,2009,16.97205,13770237.46564,Limited service
EGY,Egypt,non_government,Water,2009,20.967,17011531.83864,Limited service
EGY,Egypt,total,Health care waste,2009,83.44808,67705422.07925,Limited service
EGY,Egypt,hospital,Health care waste,2009,77.72043,63058305.16527,Limited service
EGY,Egypt,non_hospital,Health care waste,2009,84.5992,68639384.95366,Limited service
EGY,Egypt,total,Environmental cleaning,2009,100,81134792,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2009,100,34919600,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2009,100,46215188,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2009,100,81134792,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2009,100,81134792,Insufficient data
EGY,Egypt,government,Environmental cleaning,2009,100,81134792,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2009,100,81134792,Insufficient data
EGY,Egypt,total,Hygiene,2009,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2009,100,34919600,Insufficient data
EGY,Egypt,rural,Hygiene,2009,100,46215188,Insufficient data
EGY,Egypt,hospital,Hygiene,2009,0,0,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2009,0,0,Insufficient data
EGY,Egypt,government,Hygiene,2009,0,0,Insufficient data
EGY,Egypt,non_government,Hygiene,2009,0,0,Insufficient data
EGY,Egypt,total,Sanitation,2009,91.21953,74010771.87214,Insufficient data
EGY,Egypt,urban,Sanitation,2009,100,34919600,Insufficient data
EGY,Egypt,rural,Sanitation,2009,100,46215188,Insufficient data
EGY,Egypt,hospital,Sanitation,2009,94.59215,76747144.15083,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2009,90.51615,73440090.02891,Insufficient data
EGY,Egypt,government,Sanitation,2009,89.90228,72942023.82452,Insufficient data
EGY,Egypt,non_government,Sanitation,2009,98.3066,79760855.43227,Insufficient data
EGY,Egypt,total,Water,2009,0,0,Insufficient data
EGY,Egypt,urban,Water,2009,100,34919600,Insufficient data
EGY,Egypt,rural,Water,2009,100,46215188,Insufficient data
EGY,Egypt,hospital,Water,2009,0,0,Insufficient data
EGY,Egypt,non_hospital,Water,2009,0,0,Insufficient data
EGY,Egypt,government,Water,2009,0,0,Insufficient data
EGY,Egypt,non_government,Water,2009,0,0,Insufficient data
EGY,Egypt,total,Health care waste,2009,0,0,Insufficient data
EGY,Egypt,urban,Health care waste,2009,100,34919600,Insufficient data
EGY,Egypt,rural,Health care waste,2009,100,46215188,Insufficient data
EGY,Egypt,hospital,Health care waste,2009,0,0,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2009,0,0,Insufficient data
EGY,Egypt,government,Health care waste,2009,100,81134792,Insufficient data
EGY,Egypt,non_government,Health care waste,2009,100,81134792,Insufficient data
EGY,Egypt,total,Hygiene,2009,0.15175,123122.04686,No service
EGY,Egypt,hospital,Hygiene,2009,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2009,0.173,140363.19016,No service
EGY,Egypt,government,Hygiene,2009,0.1789,145150.14289,No service
EGY,Egypt,non_government,Hygiene,2009,0,0,No service
EGY,Egypt,total,Sanitation,2009,8.78047,7124020.12786,No service
EGY,Egypt,hospital,Sanitation,2009,5.40785,4387647.84917,No service
EGY,Egypt,non_hospital,Sanitation,2009,9.48385,7694701.97109,No service
EGY,Egypt,government,Sanitation,2009,10.09773,8192768.17548,No service
EGY,Egypt,non_government,Sanitation,2009,1.6934,1373936.56773,No service
EGY,Egypt,total,Water,2009,5.027,4078645.99384,No service
EGY,Egypt,hospital,Water,2009,0,0,No service
EGY,Egypt,non_hospital,Water,2009,5.92275,4805410.89318,No service
EGY,Egypt,government,Water,2009,5.9043,4790441.52406,No service
EGY,Egypt,non_government,Water,2009,0.25,202836.98,No service
EGY,Egypt,total,Health care waste,2009,0,0,No service
EGY,Egypt,hospital,Health care waste,2009,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2009,0,0,No service
EGY,Egypt,government,Health care waste,2009,0,0,No service
EGY,Egypt,non_government,Health care waste,2009,0,0,No service
EGY,Egypt,total,Hygiene,2010,9.02225,7466925.9759,Basic service
EGY,Egypt,hospital,Hygiene,2010,4.35185,3601645.02294,Basic service
EGY,Egypt,non_hospital,Hygiene,2010,10.02305,8295200.46582,Basic service
EGY,Egypt,government,Hygiene,2010,5.6369,4665168.33756,Basic service
EGY,Egypt,non_government,Hygiene,2010,27.17925,22493884.3227,Basic service
EGY,Egypt,total,Water,2010,77.36925,64031750.6787,Basic service
EGY,Egypt,hospital,Water,2010,84.24605,69723075.63102,Basic service
EGY,Egypt,non_hospital,Water,2010,76.07845,62963468.59278,Basic service
EGY,Egypt,government,Water,2010,77.12365,63828489.07326,Basic service
EGY,Egypt,non_government,Water,2010,78.783,65201787.7092,Basic service
EGY,Egypt,total,Health care waste,2010,16.55193,13698578.37387,Basic service
EGY,Egypt,hospital,Health care waste,2010,22.27958,18438852.53673,Basic service
EGY,Egypt,non_hospital,Health care waste,2010,15.4008,12745893.04992,Basic service
EGY,Egypt,total,Hygiene,2010,90.826,75168723.8424,Limited service
EGY,Egypt,hospital,Hygiene,2010,95.64815,79159594.97706,Limited service
EGY,Egypt,non_hospital,Hygiene,2010,89.80395,74322862.58898,Limited service
EGY,Egypt,government,Hygiene,2010,94.1842,77948011.80408,Limited service
EGY,Egypt,non_government,Hygiene,2010,72.82075,60267355.6773,Limited service
EGY,Egypt,total,Water,2010,17.60375,14569081.7865,Limited service
EGY,Egypt,hospital,Water,2010,15.75395,13038164.36898,Limited service
EGY,Egypt,non_hospital,Water,2010,17.9988,14896030.06512,Limited service
EGY,Egypt,government,Water,2010,16.97205,14046279.03342,Limited service
EGY,Egypt,non_government,Water,2010,20.967,17352549.1908,Limited service
EGY,Egypt,total,Health care waste,2010,83.44808,69062661.62613,Limited service
EGY,Egypt,hospital,Health care waste,2010,77.72043,64322387.46327,Limited service
EGY,Egypt,non_hospital,Health care waste,2010,84.5992,70015346.95008,Limited service
EGY,Egypt,total,Environmental cleaning,2010,100,82761240,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2010,100,35603060,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2010,100,47158184,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2010,100,82761240,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2010,100,82761240,Insufficient data
EGY,Egypt,government,Environmental cleaning,2010,100,82761240,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2010,100,82761240,Insufficient data
EGY,Egypt,total,Hygiene,2010,0,0,Insufficient data
EGY,Egypt,urban,Hygiene,2010,100,35603060,Insufficient data
EGY,Egypt,rural,Hygiene,2010,100,47158184,Insufficient data
EGY,Egypt,hospital,Hygiene,2010,0,0,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2010,0,0,Insufficient data
EGY,Egypt,government,Hygiene,2010,0,0,Insufficient data
EGY,Egypt,non_government,Hygiene,2010,0,0,Insufficient data
EGY,Egypt,total,Sanitation,2010,91.21953,75494410.01211,Insufficient data
EGY,Egypt,urban,Sanitation,2010,100,35603060,Insufficient data
EGY,Egypt,rural,Sanitation,2010,100,47158184,Insufficient data
EGY,Egypt,hospital,Sanitation,2010,94.59215,78285636.28266,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2010,90.51615,74912288.14026,Insufficient data
EGY,Egypt,government,Sanitation,2010,89.90228,74404237.57821,Insufficient data
EGY,Egypt,non_government,Sanitation,2010,98.3066,81359761.16184,Insufficient data
EGY,Egypt,total,Water,2010,0,0,Insufficient data
EGY,Egypt,urban,Water,2010,100,35603060,Insufficient data
EGY,Egypt,rural,Water,2010,100,47158184,Insufficient data
EGY,Egypt,hospital,Water,2010,0,0,Insufficient data
EGY,Egypt,non_hospital,Water,2010,0,0,Insufficient data
EGY,Egypt,government,Water,2010,0,0,Insufficient data
EGY,Egypt,non_government,Water,2010,0,0,Insufficient data
EGY,Egypt,total,Health care waste,2010,0,0,Insufficient data
EGY,Egypt,urban,Health care waste,2010,100,35603060,Insufficient data
EGY,Egypt,rural,Health care waste,2010,100,47158184,Insufficient data
EGY,Egypt,hospital,Health care waste,2010,0,0,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2010,0,0,Insufficient data
EGY,Egypt,government,Health care waste,2010,100,82761240,Insufficient data
EGY,Egypt,non_government,Health care waste,2010,100,82761240,Insufficient data
EGY,Egypt,total,Hygiene,2010,0.15175,125590.1817,No service
EGY,Egypt,hospital,Hygiene,2010,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2010,0.173,143176.9452,No service
EGY,Egypt,government,Hygiene,2010,0.1789,148059.85836,No service
EGY,Egypt,non_government,Hygiene,2010,0,0,No service
EGY,Egypt,total,Sanitation,2010,8.78047,7266829.98789,No service
EGY,Egypt,hospital,Sanitation,2010,5.40785,4475603.71734,No service
EGY,Egypt,non_hospital,Sanitation,2010,9.48385,7848951.85974,No service
EGY,Egypt,government,Sanitation,2010,10.09773,8357002.42179,No service
EGY,Egypt,non_government,Sanitation,2010,1.6934,1401478.83816,No service
EGY,Egypt,total,Water,2010,5.027,4160407.5348,No service
EGY,Egypt,hospital,Water,2010,0,0,No service
EGY,Egypt,non_hospital,Water,2010,5.92275,4901741.3421,No service
EGY,Egypt,government,Water,2010,5.9043,4886471.89332,No service
EGY,Egypt,non_government,Water,2010,0.25,206903.1,No service
EGY,Egypt,total,Health care waste,2010,0,0,No service
EGY,Egypt,hospital,Health care waste,2010,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2010,0,0,No service
EGY,Egypt,government,Health care waste,2010,0,0,No service
EGY,Egypt,non_government,Health care waste,2010,0,0,No service
EGY,Egypt,total,Environmental cleaning,2011,100,84529248,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2011,100,36347580,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2011,100,48181672,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2011,100,84529248,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2011,100,84529248,Insufficient data
EGY,Egypt,government,Environmental cleaning,2011,100,84529248,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2011,100,84529248,Insufficient data
EGY,Egypt,total,Hygiene,2011,99.84825,84400974.86616,Insufficient data
EGY,Egypt,urban,Hygiene,2011,100,36347580,Insufficient data
EGY,Egypt,rural,Hygiene,2011,100,48181672,Insufficient data
EGY,Egypt,hospital,Hygiene,2011,100,84529248,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2011,99.827,84383012.40096,Insufficient data
EGY,Egypt,government,Hygiene,2011,99.8211,84378025.17533,Insufficient data
EGY,Egypt,non_government,Hygiene,2011,100,84529248,Insufficient data
EGY,Egypt,total,Sanitation,2011,100,84529248,Insufficient data
EGY,Egypt,urban,Sanitation,2011,100,36347580,Insufficient data
EGY,Egypt,rural,Sanitation,2011,100,48181672,Insufficient data
EGY,Egypt,hospital,Sanitation,2011,100,84529248,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2011,100,84529248,Insufficient data
EGY,Egypt,government,Sanitation,2011,100,84529248,Insufficient data
EGY,Egypt,non_government,Sanitation,2011,100,84529248,Insufficient data
EGY,Egypt,total,Water,2011,100,84529248,Insufficient data
EGY,Egypt,urban,Water,2011,100,36347580,Insufficient data
EGY,Egypt,rural,Water,2011,100,48181672,Insufficient data
EGY,Egypt,hospital,Water,2011,100,84529248,Insufficient data
EGY,Egypt,non_hospital,Water,2011,100,84529248,Insufficient data
EGY,Egypt,government,Water,2011,100,84529248,Insufficient data
EGY,Egypt,non_government,Water,2011,99.75,84317924.88,Insufficient data
EGY,Egypt,total,Health care waste,2011,100,84529248,Insufficient data
EGY,Egypt,urban,Health care waste,2011,100,36347580,Insufficient data
EGY,Egypt,rural,Health care waste,2011,100,48181672,Insufficient data
EGY,Egypt,hospital,Health care waste,2011,100,84529248,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2011,100,84529248,Insufficient data
EGY,Egypt,government,Health care waste,2011,100,84529248,Insufficient data
EGY,Egypt,non_government,Health care waste,2011,100,84529248,Insufficient data
EGY,Egypt,total,Hygiene,2011,0.15175,128273.13384,No service
EGY,Egypt,hospital,Hygiene,2011,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2011,0.173,146235.59904,No service
EGY,Egypt,government,Hygiene,2011,0.1789,151222.82467,No service
EGY,Egypt,non_government,Hygiene,2011,0,0,No service
EGY,Egypt,hospital,Water,2011,0,0,No service
EGY,Egypt,non_government,Water,2011,0.25,211323.12,No service
EGY,Egypt,total,Health care waste,2011,0,0,No service
EGY,Egypt,hospital,Health care waste,2011,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2011,0,0,No service
EGY,Egypt,government,Health care waste,2011,0,0,No service
EGY,Egypt,non_government,Health care waste,2011,0,0,No service
EGY,Egypt,total,Environmental cleaning,2012,100,86422240,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2012,100,37114896,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2012,100,49307348,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2012,100,86422240,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2012,100,86422240,Insufficient data
EGY,Egypt,government,Environmental cleaning,2012,100,86422240,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2012,100,86422240,Insufficient data
EGY,Egypt,total,Hygiene,2012,99.84825,86291094.2508,Insufficient data
EGY,Egypt,urban,Hygiene,2012,100,37114896,Insufficient data
EGY,Egypt,rural,Hygiene,2012,100,49307348,Insufficient data
EGY,Egypt,hospital,Hygiene,2012,100,86422240,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2012,99.827,86272729.5248,Insufficient data
EGY,Egypt,government,Hygiene,2012,99.8211,86267630.61264,Insufficient data
EGY,Egypt,non_government,Hygiene,2012,100,86422240,Insufficient data
EGY,Egypt,total,Sanitation,2012,100,86422240,Insufficient data
EGY,Egypt,urban,Sanitation,2012,100,37114896,Insufficient data
EGY,Egypt,rural,Sanitation,2012,100,49307348,Insufficient data
EGY,Egypt,hospital,Sanitation,2012,100,86422240,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2012,100,86422240,Insufficient data
EGY,Egypt,government,Sanitation,2012,100,86422240,Insufficient data
EGY,Egypt,non_government,Sanitation,2012,100,86422240,Insufficient data
EGY,Egypt,total,Water,2012,100,86422240,Insufficient data
EGY,Egypt,urban,Water,2012,100,37114896,Insufficient data
EGY,Egypt,rural,Water,2012,100,49307348,Insufficient data
EGY,Egypt,hospital,Water,2012,100,86422240,Insufficient data
EGY,Egypt,non_hospital,Water,2012,100,86422240,Insufficient data
EGY,Egypt,government,Water,2012,100,86422240,Insufficient data
EGY,Egypt,non_government,Water,2012,99.75,86206184.4,Insufficient data
EGY,Egypt,total,Health care waste,2012,100,86422240,Insufficient data
EGY,Egypt,urban,Health care waste,2012,100,37114896,Insufficient data
EGY,Egypt,rural,Health care waste,2012,100,49307348,Insufficient data
EGY,Egypt,hospital,Health care waste,2012,100,86422240,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2012,100,86422240,Insufficient data
EGY,Egypt,government,Health care waste,2012,100,86422240,Insufficient data
EGY,Egypt,non_government,Health care waste,2012,100,86422240,Insufficient data
EGY,Egypt,total,Hygiene,2012,0.15175,131145.7492,No service
EGY,Egypt,hospital,Hygiene,2012,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2012,0.173,149510.4752,No service
EGY,Egypt,government,Hygiene,2012,0.1789,154609.38736,No service
EGY,Egypt,non_government,Hygiene,2012,0,0,No service
EGY,Egypt,hospital,Water,2012,0,0,No service
EGY,Egypt,non_government,Water,2012,0.25,216055.6,No service
EGY,Egypt,total,Health care waste,2012,0,0,No service
EGY,Egypt,hospital,Health care waste,2012,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2012,0,0,No service
EGY,Egypt,government,Health care waste,2012,0,0,No service
EGY,Egypt,non_government,Health care waste,2012,0,0,No service
EGY,Egypt,total,Environmental cleaning,2013,100,88404648,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2013,100,37919408,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2013,100,50485244,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2013,100,88404648,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2013,100,88404648,Insufficient data
EGY,Egypt,government,Environmental cleaning,2013,100,88404648,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2013,100,88404648,Insufficient data
EGY,Egypt,total,Hygiene,2013,99.84825,88270493.94666,Insufficient data
EGY,Egypt,urban,Hygiene,2013,100,37919408,Insufficient data
EGY,Egypt,rural,Hygiene,2013,100,50485244,Insufficient data
EGY,Egypt,hospital,Hygiene,2013,100,88404648,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2013,99.827,88251707.95896,Insufficient data
EGY,Egypt,government,Hygiene,2013,99.8211,88246492.08473,Insufficient data
EGY,Egypt,non_government,Hygiene,2013,100,88404648,Insufficient data
EGY,Egypt,total,Sanitation,2013,100,88404648,Insufficient data
EGY,Egypt,urban,Sanitation,2013,100,37919408,Insufficient data
EGY,Egypt,rural,Sanitation,2013,100,50485244,Insufficient data
EGY,Egypt,hospital,Sanitation,2013,100,88404648,Insufficient data
EGY,Egypt,non_hospital,Sanitation,2013,100,88404648,Insufficient data
EGY,Egypt,government,Sanitation,2013,100,88404648,Insufficient data
EGY,Egypt,non_government,Sanitation,2013,100,88404648,Insufficient data
EGY,Egypt,total,Water,2013,100,88404648,Insufficient data
EGY,Egypt,urban,Water,2013,100,37919408,Insufficient data
EGY,Egypt,rural,Water,2013,100,50485244,Insufficient data
EGY,Egypt,hospital,Water,2013,100,88404648,Insufficient data
EGY,Egypt,non_hospital,Water,2013,100,88404648,Insufficient data
EGY,Egypt,government,Water,2013,100,88404648,Insufficient data
EGY,Egypt,non_government,Water,2013,99.75,88183636.38,Insufficient data
EGY,Egypt,total,Health care waste,2013,100,88404648,Insufficient data
EGY,Egypt,urban,Health care waste,2013,100,37919408,Insufficient data
EGY,Egypt,rural,Health care waste,2013,100,50485244,Insufficient data
EGY,Egypt,hospital,Health care waste,2013,100,88404648,Insufficient data
EGY,Egypt,non_hospital,Health care waste,2013,100,88404648,Insufficient data
EGY,Egypt,government,Health care waste,2013,100,88404648,Insufficient data
EGY,Egypt,non_government,Health care waste,2013,100,88404648,Insufficient data
EGY,Egypt,total,Hygiene,2013,0.15175,134154.05334,No service
EGY,Egypt,hospital,Hygiene,2013,0,0,No service
EGY,Egypt,non_hospital,Hygiene,2013,0.173,152940.04104,No service
EGY,Egypt,government,Hygiene,2013,0.1789,158155.91527,No service
EGY,Egypt,non_government,Hygiene,2013,0,0,No service
EGY,Egypt,hospital,Water,2013,0,0,No service
EGY,Egypt,non_government,Water,2013,0.25,221011.62,No service
EGY,Egypt,total,Health care waste,2013,0,0,No service
EGY,Egypt,hospital,Health care waste,2013,0,0,No service
EGY,Egypt,non_hospital,Health care waste,2013,0,0,No service
EGY,Egypt,government,Health care waste,2013,0,0,No service
EGY,Egypt,non_government,Health care waste,2013,0,0,No service
EGY,Egypt,total,Environmental cleaning,2014,100,90424672,Insufficient data
EGY,Egypt,urban,Environmental cleaning,2014,100,38737024,Insufficient data
EGY,Egypt,rural,Environmental cleaning,2014,100,51687648,Insufficient data
EGY,Egypt,hospital,Environmental cleaning,2014,100,90424672,Insufficient data
EGY,Egypt,non_hospital,Environmental cleaning,2014,100,90424672,Insufficient data
EGY,Egypt,government,Environmental cleaning,2014,100,90424672,Insufficient data
EGY,Egypt,non_government,Environmental cleaning,2014,100,90424672,Insufficient data
EGY,Egypt,total,Hygiene,2014,99.84825,90287452.56024,Insufficient data
EGY,Egypt,urban,Hygiene,2014,100,38737024,Insufficient data
EGY,Egypt,rural,Hygiene,2014,100,51687648,Insufficient data
EGY,Egypt,hospital,Hygiene,2014,100,90424672,Insufficient data
EGY,Egypt,non_hospital,Hygiene,2014,99.827,90268237.31744,Insufficient data
