ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
EGY,Egypt,urban,Drinking water,2000,0.52967,156030.02504,Unimproved
EGY,Egypt,total,Drinking water,2001,97.97026,68728747.75276,At least basic
EGY,Egypt,rural,Drinking water,2001,97.00407,38895875.73789,At least basic
EGY,Egypt,urban,Drinking water,2001,99.25925,29832871.17845,At least basic
EGY,Egypt,total,Hygiene,2001,67.54782,47386598.0635,Basic service
EGY,Egypt,rural,Hygiene,2001,53.24757,21350761.58439,Basic service
EGY,Egypt,urban,Hygiene,2001,86.62585,26035836.55995,Basic service
EGY,Egypt,total,Sanitation,2001,37.49585,26304335.77043,Basic service
EGY,Egypt,rural,Sanitation,2001,42.77074,17149850.41833,Basic service
EGY,Egypt,urban,Sanitation,2001,30.4586,9154485.35154,Basic service
EGY,Egypt,total,Hygiene,2001,15.34886,10767636.19992,Limited service
EGY,Egypt,rural,Hygiene,2001,19.86792,7966473.28895,Limited service
EGY,Egypt,urban,Hygiene,2001,9.31997,2801162.90263,Limited service
EGY,Egypt,total,Sanitation,2001,5.78412,4057712.80689,Limited service
EGY,Egypt,rural,Sanitation,2001,7.2024,2887959.80726,Limited service
EGY,Egypt,urban,Sanitation,2001,3.89198,1169752.99747,Limited service
EGY,Egypt,total,Drinking water,2001,0.62659,439566.33962,Limited service
EGY,Egypt,rural,Drinking water,2001,0.92981,372828.42657,Limited service
EGY,Egypt,urban,Drinking water,2001,0.22205,66737.9123,Limited service
EGY,Egypt,total,Hygiene,2001,17.10331,11998430.01467,No handwashing facility
EGY,Egypt,rural,Hygiene,2001,26.88451,10779925.00607,No handwashing facility
EGY,Egypt,urban,Hygiene,2001,4.05419,1218506.50655,No handwashing facility
EGY,Egypt,total,Sanitation,2001,1.64343,1152906.74451,Open defecation
EGY,Egypt,rural,Sanitation,2001,2.28967,918093.946,Open defecation
EGY,Egypt,urban,Sanitation,2001,0.78126,234812.79706,Open defecation
EGY,Egypt,total,Sanitation,2001,54.11881,37965789.79341,Safely managed service
EGY,Egypt,rural,Sanitation,2001,46.2503,18545058.44839,Safely managed service
EGY,Egypt,urban,Sanitation,2001,64.61622,19420731.39744,Safely managed service
EGY,Egypt,total,Drinking water,2001,0.03924,27525.75696,Surface water
EGY,Egypt,rural,Drinking water,2001,0.06865,27525.75688,Surface water
EGY,Egypt,urban,Drinking water,2001,0,0,Surface water
EGY,Egypt,total,Sanitation,2001,0.9578,671918.88476,Unimproved
EGY,Egypt,rural,Sanitation,2001,1.48688,596197.38003,Unimproved
EGY,Egypt,urban,Sanitation,2001,0.25195,75723.45649,Unimproved
EGY,Egypt,total,Drinking water,2001,1.36392,956826.1507,Unimproved
EGY,Egypt,rural,Drinking water,2001,1.99748,800931.07746,Unimproved
EGY,Egypt,urban,Drinking water,2001,0.5187,155897.02483,Unimproved
EGY,Egypt,total,Drinking water,2002,98.05218,70092646.10031,At least basic
EGY,Egypt,rural,Drinking water,2002,97.13203,39654954.14217,At least basic
EGY,Egypt,urban,Drinking water,2002,99.27747,30437698.64182,At least basic
EGY,Egypt,total,Hygiene,2002,69.04805,49359032.2654,Basic service
EGY,Egypt,rural,Hygiene,2002,55.54152,22675285.65749,Basic service
EGY,Egypt,urban,Hygiene,2002,87.03335,26683749.06001,Basic service
EGY,Egypt,total,Sanitation,2002,37.83449,27046002.76455,Basic service
EGY,Egypt,rural,Sanitation,2002,43.14786,17615471.95829,Basic service
EGY,Egypt,urban,Sanitation,2002,30.7592,9430532.41105,Basic service
EGY,Egypt,total,Hygiene,2002,15.01616,10734309.26626,Limited service
EGY,Egypt,rural,Hygiene,2002,19.47529,7950948.97038,Limited service
EGY,Egypt,urban,Hygiene,2002,9.07838,2783360.9811,Limited service
EGY,Egypt,total,Sanitation,2002,5.56664,3979314.43386,Limited service
EGY,Egypt,rural,Sanitation,2002,6.96954,2845371.56668,Limited service
EGY,Egypt,urban,Sanitation,2002,3.69854,1133943.11606,Limited service
EGY,Egypt,total,Drinking water,2002,0.60222,430500.48601,Limited service
EGY,Egypt,rural,Drinking water,2002,0.89316,364640.83738,Limited service
EGY,Egypt,urban,Drinking water,2002,0.21481,65859.67841,Limited service
EGY,Egypt,total,Hygiene,2002,15.93579,11391706.49323,No handwashing facility
EGY,Egypt,rural,Hygiene,2002,24.98319,10199593.61865,No handwashing facility
EGY,Egypt,urban,Hygiene,2002,3.88827,1192111.98524,No handwashing facility
EGY,Egypt,total,Sanitation,2002,1.54065,1101337.96156,Open defecation
EGY,Egypt,rural,Sanitation,2002,2.13926,873372.48736,Open defecation
EGY,Egypt,urban,Sanitation,2002,0.74355,227965.5474,Open defecation
EGY,Egypt,total,Sanitation,2002,54.08016,38659227.59675,Safely managed service
EGY,Egypt,rural,Sanitation,2002,46.2106,18865862.02148,Safely managed service
EGY,Egypt,urban,Sanitation,2002,64.55926,19793367.55146,Safely managed service
EGY,Egypt,total,Drinking water,2002,0.03737,26710.65614,Surface water
EGY,Egypt,rural,Drinking water,2002,0.06543,26710.6582,Surface water
EGY,Egypt,urban,Drinking water,2002,0,0,Surface water
EGY,Egypt,total,Sanitation,2002,0.97806,699165.24328,Unimproved
EGY,Egypt,rural,Sanitation,2002,1.53273,625749.96619,Unimproved
EGY,Egypt,urban,Sanitation,2002,0.23945,73413.37402,Unimproved
EGY,Egypt,total,Drinking water,2002,1.30823,935188.51985,Unimproved
EGY,Egypt,rural,Drinking water,2002,1.90939,779523.06885,Unimproved
EGY,Egypt,urban,Drinking water,2002,0.50772,155663.56195,Unimproved
EGY,Egypt,total,Drinking water,2003,98.13405,71467204.19228,At least basic
EGY,Egypt,rural,Drinking water,2003,97.26006,40419543.96386,At least basic
EGY,Egypt,urban,Drinking water,2003,99.29568,31047659.14515,At least basic
EGY,Egypt,total,Hygiene,2003,70.54655,51376302.02178,Basic service
EGY,Egypt,rural,Hygiene,2003,57.83548,24035391.84155,Basic service
EGY,Egypt,urban,Hygiene,2003,87.44086,27340908.50089,Basic service
EGY,Egypt,total,Sanitation,2003,38.17429,27800846.06507,Basic service
EGY,Egypt,rural,Sanitation,2003,43.5264,18088794.31316,Basic service
EGY,Egypt,urban,Sanitation,2003,31.06079,9712051.10143,Basic service
EGY,Egypt,total,Hygiene,2003,14.6836,10693492.0818,Limited service
EGY,Egypt,rural,Hygiene,2003,19.08266,7930412.55001,Limited service
EGY,Egypt,urban,Hygiene,2003,8.8368,2763079.331,Limited service
EGY,Egypt,total,Sanitation,2003,5.34881,3895332.27497,Limited service
EGY,Egypt,rural,Sanitation,2003,6.73615,2799423.12463,Limited service
EGY,Egypt,urban,Sanitation,2003,3.5049,1095909.07265,Limited service
EGY,Egypt,total,Drinking water,2003,0.57785,420825.78304,Limited service
EGY,Egypt,rural,Drinking water,2003,0.85644,355921.94365,Limited service
EGY,Egypt,urban,Drinking water,2003,0.20757,64903.83372,Limited service
EGY,Egypt,total,Hygiene,2003,14.76985,10756309.63202,No handwashing facility
EGY,Egypt,rural,Hygiene,2003,23.08187,9592411.44264,No handwashing facility
EGY,Egypt,urban,Hygiene,2003,3.72234,1163898.1794,No handwashing facility
EGY,Egypt,total,Sanitation,2003,1.43799,1047230.88205,Open defecation
EGY,Egypt,rural,Sanitation,2003,1.98886,826533.05483,Open defecation
EGY,Egypt,urban,Sanitation,2003,0.70583,220697.81009,Open defecation
EGY,Egypt,total,Sanitation,2003,54.04065,39355701.68069,Safely managed service
EGY,Egypt,rural,Sanitation,2003,46.17002,19187436.06073,Safely managed service
EGY,Egypt,urban,Sanitation,2003,64.50153,20168264.37296,Safely managed service
EGY,Egypt,total,Drinking water,2003,0.0355,25850.92172,Surface water
EGY,Egypt,rural,Drinking water,2003,0.0622,25850.92157,Surface water
EGY,Egypt,urban,Drinking water,2003,0,0,Surface water
EGY,Egypt,total,Sanitation,2003,0.99826,726993.09723,Unimproved
EGY,Egypt,rural,Sanitation,2003,1.57858,656029.44665,Unimproved
EGY,Egypt,urban,Sanitation,2003,0.22695,70963.64287,Unimproved
EGY,Egypt,total,Drinking water,2003,1.2526,912221.23565,Unimproved
EGY,Egypt,rural,Drinking water,2003,1.8213,756899.06295,Unimproved
EGY,Egypt,urban,Drinking water,2003,0.49675,155322.15966,Unimproved
EGY,Egypt,total,Drinking water,2004,98.21586,72848737.25198,At least basic
EGY,Egypt,rural,Drinking water,2004,97.38815,41187569.10212,At least basic
EGY,Egypt,urban,Drinking water,2004,99.3139,31661168.80175,At least basic
EGY,Egypt,total,Hygiene,2004,72.0433,53436011.76478,Basic service
EGY,Egypt,rural,Hygiene,2004,60.12943,25430044.5618,Basic service
EGY,Egypt,urban,Hygiene,2004,87.84837,28005969.79904,Basic service
EGY,Egypt,total,Sanitation,2004,37.74796,27998445.34526,Basic service
EGY,Egypt,rural,Sanitation,2004,42.9254,18154083.65551,Basic service
EGY,Egypt,urban,Sanitation,2004,30.87953,9844363.29145,Basic service
EGY,Egypt,total,Hygiene,2004,14.35117,10644562.65734,Limited service
EGY,Egypt,rural,Hygiene,2004,18.69003,7904418.74829,Limited service
EGY,Egypt,urban,Hygiene,2004,8.59521,2740144.56812,Limited service
EGY,Egypt,total,Sanitation,2004,5.13064,3805502.58219,Limited service
EGY,Egypt,rural,Sanitation,2004,6.50224,2749937.28611,Limited service
EGY,Egypt,urban,Sanitation,2004,3.31107,1055565.5279,Limited service
EGY,Egypt,total,Drinking water,2004,0.55346,410514.54722,Limited service
EGY,Egypt,rural,Drinking water,2004,0.81965,346648.50558,Limited service
EGY,Egypt,urban,Drinking water,2004,0.20033,63866.06915,Limited service
EGY,Egypt,total,Hygiene,2004,13.60552,10091497.68935,No handwashing facility
EGY,Egypt,rural,Hygiene,2004,21.18054,8957712.90375,No handwashing facility
EGY,Egypt,urban,Hygiene,2004,3.55642,1133783.6285,No handwashing facility
EGY,Egypt,total,Sanitation,2004,1.33543,990512.60608,Open defecation
EGY,Egypt,rural,Sanitation,2004,1.83845,777519.37295,Open defecation
EGY,Egypt,urban,Sanitation,2004,0.66811,212993.29656,Open defecation
EGY,Egypt,total,Sanitation,2004,54.76756,40622234.54419,Safely managed service
EGY,Egypt,rural,Sanitation,2004,47.10949,19923629.64003,Safely managed service
EGY,Egypt,urban,Sanitation,2004,64.92683,20698606.90727,Safely managed service
EGY,Egypt,total,Drinking water,2004,0.03363,24944.91865,Surface water
EGY,Egypt,rural,Drinking water,2004,0.05898,24944.92051,Surface water
EGY,Egypt,urban,Drinking water,2004,0,0,Surface water
EGY,Egypt,total,Sanitation,2004,1.01841,755376.92227,Unimproved
EGY,Egypt,rural,Sanitation,2004,1.62443,687006.0454,Unimproved
EGY,Egypt,urban,Sanitation,2004,0.21446,68368.97682,Unimproved
EGY,Egypt,total,Drinking water,2004,1.19705,887877.31065,Unimproved
EGY,Egypt,rural,Drinking water,2004,1.73321,733011.99974,Unimproved
EGY,Egypt,urban,Drinking water,2004,0.48577,154863.41645,Unimproved
EGY,Egypt,total,Drinking water,2005,98.29761,74237868.24744,At least basic
EGY,Egypt,rural,Drinking water,2005,97.51633,41959371.94822,At least basic
EGY,Egypt,urban,Drinking water,2005,99.33212,32278495.29914,At least basic
EGY,Egypt,total,Hygiene,2005,73.53833,55538777.73398,Basic service
EGY,Egypt,rural,Hygiene,2005,62.42339,26859564.24066,Basic service
EGY,Egypt,urban,Hygiene,2005,88.25587,28679212.17529,Basic service
EGY,Egypt,total,Sanitation,2005,37.3194,28184948.2768,Basic service
EGY,Egypt,rural,Sanitation,2005,42.32055,18209704.77627,Basic service
EGY,Egypt,urban,Sanitation,2005,30.69728,9975242.71842,Basic service
EGY,Egypt,total,Hygiene,2005,14.01889,10587566.56155,Limited service
EGY,Egypt,rural,Hygiene,2005,18.29739,7873011.25978,Limited service
EGY,Egypt,urban,Hygiene,2005,8.35363,2714554.98244,Limited service
EGY,Egypt,total,Sanitation,2005,4.91212,3709810.72561,Limited service
EGY,Egypt,rural,Sanitation,2005,6.2678,2696912.82499,Limited service
EGY,Egypt,urban,Sanitation,2005,3.11704,1012897.79026,Limited service
EGY,Egypt,total,Drinking water,2005,0.52906,399566.0731,Limited service
EGY,Egypt,rural,Drinking water,2005,0.78279,336819.91063,Limited service
EGY,Egypt,urban,Drinking water,2005,0.19309,62746.14943,Limited service
EGY,Egypt,total,Hygiene,2005,12.44278,9397232.06317,No handwashing facility
EGY,Egypt,rural,Hygiene,2005,19.27922,8295472.28564,No handwashing facility
EGY,Egypt,urban,Hygiene,2005,3.3905,1101760.82168,No handwashing facility
EGY,Egypt,total,Sanitation,2005,1.23297,931180.03725,Open defecation
EGY,Egypt,rural,Sanitation,2005,1.68804,726330.08778,Open defecation
EGY,Egypt,urban,Sanitation,2005,0.63039,204849.92055,Open defecation
EGY,Egypt,total,Sanitation,2005,55.497,41913322.61674,Safely managed service
EGY,Egypt,rural,Sanitation,2005,48.05334,20676412.70734,Safely managed service
EGY,Egypt,urban,Sanitation,2005,65.35333,21236908.90468,Safely managed service
EGY,Egypt,total,Drinking water,2005,0.03177,23992.69355,Surface water
EGY,Egypt,rural,Drinking water,2005,0.05576,23992.69267,Surface water
EGY,Egypt,urban,Drinking water,2005,0,0,Surface water
EGY,Egypt,total,Sanitation,2005,1.0385,784314.3436,Unimproved
EGY,Egypt,rural,Sanitation,2005,1.67028,718687.60363,Unimproved
EGY,Egypt,urban,Sanitation,2005,0.20196,65628.66609,Unimproved
EGY,Egypt,total,Drinking water,2005,1.14156,862148.90479,Unimproved
EGY,Egypt,rural,Drinking water,2005,1.64512,707863.31834,Unimproved
EGY,Egypt,urban,Drinking water,2005,0.4748,154287.51192,Unimproved
EGY,Egypt,total,Drinking water,2006,98.37929,75627770.9576,At least basic
EGY,Egypt,rural,Drinking water,2006,97.64457,42731095.38024,At least basic
EGY,Egypt,urban,Drinking water,2006,99.35033,32896679.97485,At least basic
EGY,Egypt,total,Hygiene,2006,75.03162,57679560.15549,Basic service
EGY,Egypt,rural,Hygiene,2006,64.71734,28321522.24139,Basic service
EGY,Egypt,urban,Hygiene,2006,88.66338,29358037.69168,Basic service
EGY,Egypt,total,Sanitation,2006,36.88861,28357629.65306,Basic service
EGY,Egypt,rural,Sanitation,2006,41.71185,18253887.93659,Basic service
EGY,Egypt,urban,Sanitation,2006,30.51403,10103741.82048,Basic service
EGY,Egypt,total,Hygiene,2006,13.68674,10521501.7733,Limited service
EGY,Egypt,rural,Hygiene,2006,17.90476,7835459.25075,Limited service
EGY,Egypt,urban,Hygiene,2006,8.11204,2686042.6135,Limited service
EGY,Egypt,total,Sanitation,2006,4.69326,3607880.10997,Limited service
EGY,Egypt,rural,Sanitation,2006,6.03284,2640086.09943,Limited service
EGY,Egypt,urban,Sanitation,2006,2.92281,967794.03942,Limited service
EGY,Egypt,total,Drinking water,2006,0.50465,387940.71072,Limited service
EGY,Egypt,rural,Drinking water,2006,0.74586,326402.99522,Limited service
EGY,Egypt,urban,Drinking water,2006,0.18585,61537.7207,Limited service
EGY,Egypt,total,Hygiene,2006,11.28164,8672610.23728,No handwashing facility
EGY,Egypt,rural,Hygiene,2006,17.3779,7604894.68615,No handwashing facility
EGY,Egypt,urban,Hygiene,2006,3.22458,1067715.65735,No handwashing facility
EGY,Egypt,total,Sanitation,2006,1.13061,869141.66089,Open defecation
EGY,Egypt,rural,Sanitation,2006,1.53763,672895.74323,Open defecation
EGY,Egypt,urban,Sanitation,2006,0.59268,196245.92643,Open defecation
EGY,Egypt,total,Sanitation,2006,56.22897,43225276.0207,Safely managed service
EGY,Egypt,rural,Sanitation,2006,49.00155,21443997.35947,Safely managed service
EGY,Egypt,urban,Sanitation,2006,65.78102,21781278.50537,Safely managed service
EGY,Egypt,total,Drinking water,2006,0.02991,22991.97432,Surface water
EGY,Egypt,rural,Drinking water,2006,0.05254,22991.9748,Surface water
EGY,Egypt,urban,Drinking water,2006,0,0,Surface water
EGY,Egypt,total,Sanitation,2006,1.05855,813744.5554,Unimproved
EGY,Egypt,rural,Sanitation,2006,1.71613,751008.86128,Unimproved
EGY,Egypt,urban,Sanitation,2006,0.18947,62735.7083,Unimproved
EGY,Egypt,total,Drinking water,2006,1.08615,834965.79261,Unimproved
EGY,Egypt,rural,Drinking water,2006,1.55703,681386.36981,Unimproved
EGY,Egypt,urban,Drinking water,2006,0.46382,153579.43296,Unimproved
EGY,Egypt,total,Drinking water,2007,98.46026,77027555.44625,At least basic
EGY,Egypt,rural,Drinking water,2007,97.77288,43539526.9364,At least basic
EGY,Egypt,urban,Drinking water,2007,99.36855,33488033.13657,At least basic
EGY,Egypt,total,Hygiene,2007,76.51413,59858629.51507,Basic service
EGY,Egypt,rural,Hygiene,2007,67.0113,29840995.58934,Basic service
EGY,Egypt,urban,Hygiene,2007,89.07089,30017633.65443,Basic service
EGY,Egypt,total,Sanitation,2007,36.46001,28523439.04682,Basic service
EGY,Egypt,rural,Sanitation,2007,41.09931,18302052.26478,Basic service
EGY,Egypt,urban,Sanitation,2007,30.32977,10221386.91449,Basic service
EGY,Egypt,total,Hygiene,2007,13.35869,10450786.49892,Limited service
EGY,Egypt,rural,Hygiene,2007,17.51213,7798376.96153,Limited service
EGY,Egypt,urban,Hygiene,2007,7.87046,2652409.65596,Limited service
EGY,Egypt,total,Sanitation,2007,4.47531,3501128.24396,Limited service
EGY,Egypt,rural,Sanitation,2007,5.79737,2581641.67823,Limited service
EGY,Egypt,urban,Sanitation,2007,2.72838,919486.60347,Limited service
EGY,Egypt,total,Drinking water,2007,0.48044,375856.08251,Limited service
EGY,Egypt,rural,Drinking water,2007,0.70886,315665.24398,Limited service
EGY,Egypt,urban,Drinking water,2007,0.1786,60190.84505,Limited service
EGY,Egypt,total,Hygiene,2007,10.12718,7922712.22862,No handwashing facility
EGY,Egypt,rural,Hygiene,2007,15.47658,6891919.60869,No handwashing facility
EGY,Egypt,urban,Hygiene,2007,3.05866,1030792.71505,No handwashing facility
EGY,Egypt,total,Sanitation,2007,1.0287,804773.53861,Open defecation
EGY,Egypt,rural,Sanitation,2007,1.38722,617747.60152,Open defecation
EGY,Egypt,urban,Sanitation,2007,0.55496,187025.94732,Open defecation
EGY,Egypt,total,Sanitation,2007,56.9568,44558516.56725,Safely managed service
EGY,Egypt,rural,Sanitation,2007,49.95413,22245220.38227,Safely managed service
EGY,Egypt,urban,Sanitation,2007,66.20992,22313295.98507,Safely managed service
EGY,Egypt,total,Drinking water,2007,0.02807,21961.52286,Surface water
EGY,Egypt,rural,Drinking water,2007,0.04932,21961.52347,Surface water
EGY,Egypt,urban,Drinking water,2007,0,0,Surface water
EGY,Egypt,total,Sanitation,2007,1.07919,844270.60336,Unimproved
EGY,Egypt,rural,Sanitation,2007,1.76197,784630.0732,Unimproved
EGY,Egypt,urban,Sanitation,2007,0.17697,59640.54965,Unimproved
EGY,Egypt,total,Drinking water,2007,1.03123,806752.11544,Unimproved
EGY,Egypt,rural,Drinking water,2007,1.46894,654139.34841,Unimproved
EGY,Egypt,urban,Drinking water,2007,0.45285,152612.77952,Unimproved
EGY,Egypt,total,Drinking water,2008,98.54089,78474104.82393,At least basic
EGY,Egypt,rural,Drinking water,2008,97.90126,44394673.63883,At least basic
EGY,Egypt,urban,Drinking water,2008,99.38677,34079429.98737,At least basic
EGY,Egypt,total,Hygiene,2008,77.9914,62109295.82816,Basic service
EGY,Egypt,rural,Hygiene,2008,69.30525,31427419.37179,Basic service
EGY,Egypt,urban,Hygiene,2008,89.47839,30681876.47003,Basic service
EGY,Egypt,total,Sanitation,2008,36.03141,28694002.41749,Basic service
EGY,Egypt,rural,Sanitation,2008,40.48292,18357535.66836,Basic service
EGY,Egypt,urban,Sanitation,2008,30.14452,10336466.74213,Basic service
EGY,Egypt,total,Hygiene,2008,13.03302,10378988.36692,Limited service
EGY,Egypt,rural,Hygiene,2008,17.1195,7763070.84697,Limited service
EGY,Egypt,urban,Hygiene,2008,7.62887,2615917.51353,Limited service
EGY,Egypt,total,Sanitation,2008,4.25773,3390693.00929,Limited service
EGY,Egypt,rural,Sanitation,2008,5.56136,2521876.67824,Limited service
EGY,Egypt,urban,Sanitation,2008,2.53375,868816.329,Limited service
EGY,Egypt,total,Drinking water,2008,0.45631,363391.0324,Limited service
EGY,Egypt,rural,Drinking water,2008,0.67179,304633.25761,Limited service
EGY,Egypt,urban,Drinking water,2008,0.17136,58757.77445,Limited service
EGY,Egypt,total,Hygiene,2008,8.97557,7147795.68403,No handwashing facility
EGY,Egypt,rural,Hygiene,2008,13.57525,6155885.92146,No handwashing facility
EGY,Egypt,urban,Hygiene,2008,2.89273,991910.02526,No handwashing facility
EGY,Egypt,total,Sanitation,2008,0.92698,738210.48887,Open defecation
EGY,Egypt,rural,Sanitation,2008,1.23681,560849.75108,Open defecation
EGY,Egypt,urban,Sanitation,2008,0.51724,177360.7373,Open defecation
EGY,Egypt,total,Sanitation,2008,57.68365,45936993.76772,Safely managed service
EGY,Egypt,rural,Sanitation,2008,50.91108,23086331.48431,Safely managed service
EGY,Egypt,urban,Sanitation,2008,66.64001,22850662.29405,Safely managed service
EGY,Egypt,total,Drinking water,2008,0.02625,20902.54542,Surface water
EGY,Egypt,rural,Drinking water,2008,0.0461,20902.54539,Surface water
EGY,Egypt,urban,Drinking water,2008,0,0,Surface water
EGY,Egypt,total,Sanitation,2008,1.10023,876180.31664,Unimproved
EGY,Egypt,rural,Sanitation,2008,1.80782,819782.41801,Unimproved
EGY,Egypt,urban,Sanitation,2008,0.16447,56397.89752,Unimproved
EGY,Egypt,total,Drinking water,2008,0.97655,777683.46688,Unimproved
EGY,Egypt,rural,Drinking water,2008,1.38085,626167.39717,Unimproved
EGY,Egypt,urban,Drinking water,2008,0.44187,151516.06908,Unimproved
EGY,Egypt,total,Drinking water,2009,98.62162,80016446.39863,At least basic
EGY,Egypt,rural,Drinking water,2009,98.02971,45304614.24657,At least basic
EGY,Egypt,urban,Drinking water,2009,99.405,34711831.92994,At least basic
EGY,Egypt,total,Hygiene,2009,79.46962,64477507.70247,Basic service
EGY,Egypt,rural,Hygiene,2009,71.59921,33089707.29471,Basic service
EGY,Egypt,urban,Hygiene,2009,89.8859,31387800.62231,Basic service
EGY,Egypt,total,Sanitation,2009,35.59992,28883921.25589,Basic service
EGY,Egypt,rural,Sanitation,2009,39.86268,18422612.53511,Basic service
EGY,Egypt,urban,Sanitation,2009,29.95827,10461308.60457,Basic service
EGY,Egypt,total,Hygiene,2009,12.7072,10309962.56981,Limited service
EGY,Egypt,rural,Hygiene,2009,16.72686,7730351.16981,Limited service
EGY,Egypt,urban,Hygiene,2009,7.38729,2579611.29043,Limited service
EGY,Egypt,total,Sanitation,2009,4.03973,3277628.65809,Limited service
EGY,Egypt,rural,Sanitation,2009,5.32484,2460884.17211,Limited service
EGY,Egypt,urban,Sanitation,2009,2.33893,816744.45095,Limited service
EGY,Egypt,total,Drinking water,2009,0.43214,350611.83577,Limited service
EGY,Egypt,rural,Drinking water,2009,0.63465,293305.69288,Limited service
EGY,Egypt,urban,Drinking water,2009,0.16411,57306.13736,Limited service
EGY,Egypt,total,Hygiene,2009,7.82318,6347321.75574,No handwashing facility
EGY,Egypt,rural,Hygiene,2009,11.67393,5395129.65568,No handwashing facility
EGY,Egypt,urban,Hygiene,2009,2.72681,952192.07887,No handwashing facility
EGY,Egypt,total,Sanitation,2009,0.82521,669531.77161,Open defecation
EGY,Egypt,rural,Sanitation,2009,1.0864,502083.69022,Open defecation
EGY,Egypt,urban,Sanitation,2009,0.47952,167448.07427,Open defecation
EGY,Egypt,total,Sanitation,2009,58.41386,47393961.74029,Safely managed service
EGY,Egypt,rural,Sanitation,2009,51.8724,23972929.48616,Safely managed service
EGY,Egypt,urban,Sanitation,2009,67.0713,23421032.43244,Safely managed service
EGY,Egypt,total,Drinking water,2009,0.02442,19814.08272,Surface water
EGY,Egypt,rural,Drinking water,2009,0.04287,19814.08222,Surface water
EGY,Egypt,urban,Drinking water,2009,0,0,Surface water
EGY,Egypt,total,Sanitation,2009,1.12128,909748.57412,Unimproved
EGY,Egypt,rural,Sanitation,2009,1.85367,856678.11639,Unimproved
EGY,Egypt,urban,Sanitation,2009,0.15198,53070.43777,Unimproved
EGY,Egypt,total,Drinking water,2009,0.92183,747920.94226,Unimproved
EGY,Egypt,rural,Drinking water,2009,1.29277,597454.02781,Unimproved
EGY,Egypt,urban,Drinking water,2009,0.4309,150466.90433,Unimproved
EGY,Egypt,total,Drinking water,2010,98.70242,81687342.94987,At least basic
EGY,Egypt,rural,Drinking water,2010,98.15823,46289636.83443,At least basic
EGY,Egypt,urban,Drinking water,2010,99.42322,35397703.90088,At least basic
EGY,Egypt,total,Hygiene,2010,80.94838,66993885.17277,Basic service
EGY,Egypt,rural,Hygiene,2010,73.89316,34846672.4313,Basic service
EGY,Egypt,urban,Hygiene,2010,90.29341,32147212.47042,Basic service
EGY,Egypt,total,Sanitation,2010,35.16574,29103601.04173,Basic service
EGY,Egypt,rural,Sanitation,2010,39.2386,18504209.52399,Basic service
EGY,Egypt,urban,Sanitation,2010,29.77102,10599391.67422,Basic service
