"location","variable","Unit","Date","Value"
"Egypt","Total Water consumed, Water Bodies","thousand cubic meters","2009","119518"
"Egypt","Total Water consumed, Water Bodies","thousand cubic meters","2010","119405"
"Egypt","Total Water consumed, Water Bodies","thousand cubic meters","2011","107661"
"Egypt","Total Water consumed, Water Bodies","thousand cubic meters","2012","111286"
"Egypt","Housing units, Water Bodies","thousand cubic meters","2007","65235"
"Egypt","Housing units, Water Bodies","thousand cubic meters","2008","66973"
"Egypt","Housing units, Water Bodies","thousand cubic meters","2009","72030"
"Egypt","Housing units, Water Bodies","thousand cubic meters","2010","75078"
"Egypt","Housing units, Water Bodies","thousand cubic meters","2011","70006"
"Egypt","Housing units, Water Bodies","thousand cubic meters","2012","71235"
"Egypt","Government agencies, Water Bodies","thousand cubic meters","2007","27022"
"Egypt","Government agencies, Water Bodies","thousand cubic meters","2008","27125"
"Egypt","Government agencies, Water Bodies","thousand cubic meters","2009","29426"
"Egypt","Government agencies, Water Bodies","thousand cubic meters","2010","23954"
"Egypt","Government agencies, Water Bodies","thousand cubic meters","2011","21066"
"Egypt","Government agencies, Water Bodies","thousand cubic meters","2012","22919"
"Egypt","Shops, Water Bodies","thousand cubic meters","2007","3162"
"Egypt","Shops, Water Bodies","thousand cubic meters","2008","3224"
"Egypt","Shops, Water Bodies","thousand cubic meters","2009","4616"
"Egypt","Shops, Water Bodies","thousand cubic meters","2010","7520"
"Egypt","Shops, Water Bodies","thousand cubic meters","2011","5703"
"Egypt","Shops, Water Bodies","thousand cubic meters","2012","6242"
"Egypt","Workshops and factories, Small, Water Bodies","thousand cubic meters","2007","816"
"Egypt","Workshops and factories, Small, Water Bodies","thousand cubic meters","2008","870"
"Egypt","Workshops and factories, Small, Water Bodies","thousand cubic meters","2009","2711"
"Egypt","Workshops and factories, Small, Water Bodies","thousand cubic meters","2010","1069"
"Egypt","Workshops and factories, Small, Water Bodies","thousand cubic meters","2011","226"
"Egypt","Workshops and factories, Small, Water Bodies","thousand cubic meters","2012","228"
"Egypt","Manufacturing Plants, Large, Water Bodies","thousand cubic meters","2007","1286"
"Egypt","Manufacturing Plants, Large, Water Bodies","thousand cubic meters","2008","1341"
"Egypt","Manufacturing Plants, Large, Water Bodies","thousand cubic meters","2009","2581"
"Egypt","Manufacturing Plants, Large, Water Bodies","thousand cubic meters","2010","1144"
"Egypt","Manufacturing Plants, Large, Water Bodies","thousand cubic meters","2011","1008"
"Egypt","Manufacturing Plants, Large, Water Bodies","thousand cubic meters","2012","957"
"Egypt","Investment Companies Places, Water Bodies","thousand cubic meters","2007","735"
"Egypt","Investment Companies Places, Water Bodies","thousand cubic meters","2008","870"
"Egypt","Investment Companies Places, Water Bodies","thousand cubic meters","2009","4330"
"Egypt","Investment Companies Places, Water Bodies","thousand cubic meters","2010","1405"
"Egypt","Investment Companies Places, Water Bodies","thousand cubic meters","2011","803"
"Egypt","Investment Companies Places, Water Bodies","thousand cubic meters","2012","733"
"Egypt","Other (Non-residential units), Water Bodies","thousand cubic meters","2007","1198"
"Egypt","Other (Non-residential units), Water Bodies","thousand cubic meters","2008","632"
"Egypt","Other (Non-residential units), Water Bodies","thousand cubic meters","2009","3824"
"Egypt","Other (Non-residential units), Water Bodies","thousand cubic meters","2010","9235"
"Egypt","Other (Non-residential units), Water Bodies","thousand cubic meters","2011","8849"
"Egypt","Other (Non-residential units), Water Bodies","thousand cubic meters","2012","8972"
"Egypt","Loss networks, Water Bodies","thousand cubic meters","2007","26564"
"Egypt","Loss networks, Water Bodies","thousand cubic meters","2008","26848"
"Egypt","Loss networks, Water Bodies","thousand cubic meters","2009","163770"
"Egypt","Loss networks, Water Bodies","thousand cubic meters","2010","31052"
"Egypt","Loss networks, Water Bodies","thousand cubic meters","2011","30945"
"Egypt","Loss networks, Water Bodies","thousand cubic meters","2012","27302"
"Egypt","Total water produced, Water Bodies","thousand cubic meters","2007","126018"
"Egypt","Total water produced, Water Bodies","thousand cubic meters","2008","127883"
"Egypt","Total water produced, Water Bodies","thousand cubic meters","2009","283288"
"Egypt","Total water produced, Water Bodies","thousand cubic meters","2010","150457"
"Egypt","Total water produced, Water Bodies","thousand cubic meters","2011","138606"
"Egypt","Total water produced, Water Bodies","thousand cubic meters","2012","138588"
"Egypt","Total Water consumed, New Cities","thousand cubic meters","2007","645869"
"Egypt","Total Water consumed, New Cities","thousand cubic meters","2008","716031"
"Egypt","Housing units, New Cities","thousand cubic meters","2007","376637"
"Egypt","Housing units, New Cities","thousand cubic meters","2008","405291"
"Egypt","Government agencies, New Cities","thousand cubic meters","2007","116924"
"Egypt","Government agencies, New Cities","thousand cubic meters","2008","139925"
"Egypt","Shops, New Cities","thousand cubic meters","2007","15753"
"Egypt","Shops, New Cities","thousand cubic meters","2008","20464"
"Egypt","Workshops and factories, Small, New Cities","thousand cubic meters","2007","10134"
"Egypt","Workshops and factories, Small, New Cities","thousand cubic meters","2008","12626"
"Egypt","Manufacturing Plants, Large, New Cities","thousand cubic meters","2007","38570"
"Egypt","Manufacturing Plants, Large, New Cities","thousand cubic meters","2008","47899"
"Egypt","Investment Companies Places, New Cities","thousand cubic meters","2007","36746"
"Egypt","Investment Companies Places, New Cities","thousand cubic meters","2008","30954"
"Egypt","Other (Non-residential units), New Cities","thousand cubic meters","2007","51105"
"Egypt","Other (Non-residential units), New Cities","thousand cubic meters","2008","58872"
"Egypt","Loss networks, New Cities","thousand cubic meters","2007","196887"
"Egypt","Loss networks, New Cities","thousand cubic meters","2008","156456"
"Egypt","Total water produced, New Cities","thousand cubic meters","2007","842756"
"Egypt","Total water produced, New Cities","thousand cubic meters","2008","872487"
"Egypt","Number of subscriptions, New Cities","thousand cubic meters","2007","842756"
"Egypt","Number of subscriptions, New Cities","thousand cubic meters","2008","872487"
"Egypt","Total Water consumed, City Councils","thousand cubic meters","2007","1079180"
"Egypt","Total Water consumed, City Councils","thousand cubic meters","2008","1775187"
"Egypt","Total Water consumed, City Councils","thousand cubic meters","2009","270872"
"Egypt","Total Water consumed, City Councils","thousand cubic meters","2010","273235"
"Egypt","Total Water consumed, City Councils","thousand cubic meters","2011","260149"
"Egypt","Total Water consumed, City Councils","thousand cubic meters","2012","64596"
"Egypt","Total water produced, City Councils","thousand cubic meters","2007","1366212"
"Egypt","Total water produced, City Councils","thousand cubic meters","2008","2084547"
"Egypt","Total water produced, City Councils","thousand cubic meters","2009","340309"
"Egypt","Total water produced, City Councils","thousand cubic meters","2010","336993"
"Egypt","Total water produced, City Councils","thousand cubic meters","2011","329808"
"Egypt","Total water produced, City Councils","thousand cubic meters","2012","77586"
"Egypt","Number of subscriptions, City Councils","thousand cubic meters","2007","1366212"
"Egypt","Number of subscriptions, City Councils","thousand cubic meters","2008","2084547"
"Egypt","Number of subscriptions, City Councils","thousand cubic meters","2009","340309"
"Egypt","Number of subscriptions, City Councils","thousand cubic meters","2010","336993"
"Egypt","Number of subscriptions, City Councils","thousand cubic meters","2011","329808"
"Egypt","Number of subscriptions, City Councils","thousand cubic meters","2012","77586"
"Egypt","Government agencies, City Councils","thousand cubic meters","2007","262180"
"Egypt","Government agencies, City Councils","thousand cubic meters","2008","323918"
"Egypt","Government agencies, City Councils","thousand cubic meters","2009","48070"
"Egypt","Government agencies, City Councils","thousand cubic meters","2010","63022"
"Egypt","Government agencies, City Councils","thousand cubic meters","2011","65060"
"Egypt","Government agencies, City Councils","thousand cubic meters","2012","14243"
"Egypt","Housing units, City Councils","thousand cubic meters","2007","674151"
"Egypt","Housing units, City Councils","thousand cubic meters","2008","1202795"
"Egypt","Housing units, City Councils","thousand cubic meters","2009","175363"
"Egypt","Housing units, City Councils","thousand cubic meters","2010","179558"
"Egypt","Housing units, City Councils","thousand cubic meters","2011","170457"
"Egypt","Housing units, City Councils","thousand cubic meters","2012","33872"
"Egypt","Shops, City Councils","thousand cubic meters","2007","30402"
"Egypt","Shops, City Councils","thousand cubic meters","2008","51105"
"Egypt","Shops, City Councils","thousand cubic meters","2009","13582"
"Egypt","Shops, City Councils","thousand cubic meters","2010","8119"
"Egypt","Shops, City Councils","thousand cubic meters","2011","8124"
"Egypt","Shops, City Councils","thousand cubic meters","2012","3474"
"Egypt","Workshops and factories, Small, City Councils","thousand cubic meters","2007","5134"
"Egypt","Workshops and factories, Small, City Councils","thousand cubic meters","2008","15044"
"Egypt","Workshops and factories, Small, City Councils","thousand cubic meters","2009","2780"
"Egypt","Workshops and factories, Small, City Councils","thousand cubic meters","2010","1536"
"Egypt","Workshops and factories, Small, City Councils","thousand cubic meters","2011","1301"
"Egypt","Workshops and factories, Small, City Councils","thousand cubic meters","2012","2300"
"Egypt","Number of subscriptions, Water Bodies","thousand cubic meters","2007","126018"
"Egypt","Number of subscriptions, Water Bodies","thousand cubic meters","2008","127883"
"Egypt","Number of subscriptions, Water Bodies","thousand cubic meters","2009","283288"
"Egypt","Number of subscriptions, Water Bodies","thousand cubic meters","2010","150457"
"Egypt","Number of subscriptions, Water Bodies","thousand cubic meters","2011","138606"
"Egypt","Number of subscriptions, Water Bodies","thousand cubic meters","2012","138588"
"Egypt","Manufacturing Plants, Large, City Councils","thousand cubic meters","2007","23807"
"Egypt","Manufacturing Plants, Large, City Councils","thousand cubic meters","2008","37924"
"Egypt","Manufacturing Plants, Large, City Councils","thousand cubic meters","2009","6398"
"Egypt","Manufacturing Plants, Large, City Councils","thousand cubic meters","2010","3838"
"Egypt","Manufacturing Plants, Large, City Councils","thousand cubic meters","2011","3430"
"Egypt","Manufacturing Plants, Large, City Councils","thousand cubic meters","2012","3624"
"Egypt","Investment Companies Places, City Councils","thousand cubic meters","2007","61774"
"Egypt","Investment Companies Places, City Councils","thousand cubic meters","2008","81103"
"Egypt","Investment Companies Places, City Councils","thousand cubic meters","2009","10527"
"Egypt","Investment Companies Places, City Councils","thousand cubic meters","2010","9043"
"Egypt","Investment Companies Places, City Councils","thousand cubic meters","2011","2934"
"Egypt","Investment Companies Places, City Councils","thousand cubic meters","2012","3732"
"Egypt","Other (Non-residential units), City Councils","thousand cubic meters","2007","21732"
"Egypt","Other (Non-residential units), City Councils","thousand cubic meters","2008","63298"
"Egypt","Other (Non-residential units), City Councils","thousand cubic meters","2009","14152"
"Egypt","Other (Non-residential units), City Councils","thousand cubic meters","2010","8119"
"Egypt","Other (Non-residential units), City Councils","thousand cubic meters","2011","8843"
"Egypt","Other (Non-residential units), City Councils","thousand cubic meters","2012","3351"
"Egypt","Loss networks, City Councils","thousand cubic meters","2007","287032"
"Egypt","Loss networks, City Councils","thousand cubic meters","2008","309360"
"Egypt","Loss networks, City Councils","thousand cubic meters","2009","69437"
"Egypt","Loss networks, City Councils","thousand cubic meters","2010","63758"
"Egypt","Loss networks, City Councils","thousand cubic meters","2011","69659"
"Egypt","Loss networks, City Councils","thousand cubic meters","2012","12990"
"Egypt","Housing units, Water Companies","thousand cubic meters","2007","2528739"
"Egypt","Housing units, Water Companies","thousand cubic meters","2008","2833117"
"Egypt","Housing units, Water Companies","thousand cubic meters","2009","4163346"
"Egypt","Housing units, Water Companies","thousand cubic meters","2010","5157066"
"Egypt","Housing units, Water Companies","thousand cubic meters","2011","4370721"
"Egypt","Housing units, Water Companies","thousand cubic meters","2012","4284668"
"Egypt","Housing units, Water Companies","thousand cubic meters","2013","5006628"
