"location","variable","Unit","Date","Value"
"Fayoum","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2007","1437"
"Fayoum","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2008","1582"
"Fayoum","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2009","1600"
"Fayoum","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2010","2000"
"Fayoum","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2011","3000"
"Fayoum","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2012","4300"
"Fayoum","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2013","3017"
"Fayoum","Investment Companies Places, Water Companies","thousand cubic meters","2007","1706"
"Fayoum","Investment Companies Places, Water Companies","thousand cubic meters","2008","1238"
"Fayoum","Investment Companies Places, Water Companies","thousand cubic meters","2009","1219"
"Fayoum","Investment Companies Places, Water Companies","thousand cubic meters","2010","1240"
"Fayoum","Investment Companies Places, Water Companies","thousand cubic meters","2011","1782"
"Fayoum","Investment Companies Places, Water Companies","thousand cubic meters","2012","1789"
"Fayoum","Investment Companies Places, Water Companies","thousand cubic meters","2013","1941"
"Fayoum","Other (Non-residential units), Water Companies","thousand cubic meters","2007","11706"
"Fayoum","Other (Non-residential units), Water Companies","thousand cubic meters","2008","4000"
"Fayoum","Other (Non-residential units), Water Companies","thousand cubic meters","2009","4518"
"Fayoum","Other (Non-residential units), Water Companies","thousand cubic meters","2010","8542"
"Fayoum","Other (Non-residential units), Water Companies","thousand cubic meters","2011","7867"
"Fayoum","Other (Non-residential units), Water Companies","thousand cubic meters","2012","2710"
"Fayoum","Other (Non-residential units), Water Companies","thousand cubic meters","2013","2101"
"Fayoum","Loss networks, Water Companies","thousand cubic meters","2007","31823"
"Fayoum","Loss networks, Water Companies","thousand cubic meters","2008","51275"
"Fayoum","Loss networks, Water Companies","thousand cubic meters","2009","57529"
"Fayoum","Loss networks, Water Companies","thousand cubic meters","2010","62241"
"Fayoum","Loss networks, Water Companies","thousand cubic meters","2011","65027"
"Fayoum","Loss networks, Water Companies","thousand cubic meters","2012","64292"
"Fayoum","Loss networks, Water Companies","thousand cubic meters","2013","65303"
"Fayoum","Number of subscriptions, Water Companies","thousand cubic meters","2007","363771"
"Fayoum","Number of subscriptions, Water Companies","thousand cubic meters","2008","374847"
"Fayoum","Number of subscriptions, Water Companies","thousand cubic meters","2009","389500"
"Fayoum","Number of subscriptions, Water Companies","thousand cubic meters","2010","408123"
"Fayoum","Number of subscriptions, Water Companies","thousand cubic meters","2011","426182"
"Fayoum","Number of subscriptions, Water Companies","thousand cubic meters","2012","454505"
"Fayoum","Number of subscriptions, Water Companies","thousand cubic meters","2013","479279"
"Fayoum","Housing units, Water Companies","thousand cubic meters","2007","86597"
"Fayoum","Housing units, Water Companies","thousand cubic meters","2008","88569"
"Fayoum","Housing units, Water Companies","thousand cubic meters","2009","92883"
"Fayoum","Housing units, Water Companies","thousand cubic meters","2010","94765"
"Fayoum","Housing units, Water Companies","thousand cubic meters","2011","99453"
"Fayoum","Housing units, Water Companies","thousand cubic meters","2012","104455"
"Fayoum","Housing units, Water Companies","thousand cubic meters","2013","108339"
"Fayoum","Total water produced, Water Companies","thousand cubic meters","2007","149005"
"Fayoum","Total water produced, Water Companies","thousand cubic meters","2008","167751"
"Fayoum","Total water produced, Water Companies","thousand cubic meters","2009","178105"
"Fayoum","Total water produced, Water Companies","thousand cubic meters","2010","193294"
"Fayoum","Total water produced, Water Companies","thousand cubic meters","2011","202144"
"Fayoum","Total water produced, Water Companies","thousand cubic meters","2012","201599"
"Fayoum","Total water produced, Water Companies","thousand cubic meters","2013","206022"
"Menia","Total Water consumed, Water Companies","thousand cubic meters","2007","143244"
"Menia","Total Water consumed, Water Companies","thousand cubic meters","2008","142676"
"Menia","Total Water consumed, Water Companies","thousand cubic meters","2009","144694"
"Menia","Total Water consumed, Water Companies","thousand cubic meters","2010","143689"
"Menia","Total Water consumed, Water Companies","thousand cubic meters","2011","144786"
"Menia","Total Water consumed, Water Companies","thousand cubic meters","2012","152084"
"Menia","Total Water consumed, Water Companies","thousand cubic meters","2013","170560"
"Menia","Government agencies, Water Companies","thousand cubic meters","2007","38667"
"Menia","Government agencies, Water Companies","thousand cubic meters","2008","37665"
"Menia","Government agencies, Water Companies","thousand cubic meters","2009","37911"
"Menia","Government agencies, Water Companies","thousand cubic meters","2010","38940"
"Menia","Government agencies, Water Companies","thousand cubic meters","2011","38957"
"Menia","Government agencies, Water Companies","thousand cubic meters","2012","17888"
"Menia","Government agencies, Water Companies","thousand cubic meters","2013","14146"
"Menia","Shops, Water Companies","thousand cubic meters","2007","4150"
"Menia","Shops, Water Companies","thousand cubic meters","2008","4566"
"Menia","Shops, Water Companies","thousand cubic meters","2009","4719"
"Menia","Shops, Water Companies","thousand cubic meters","2010","4598"
"Menia","Shops, Water Companies","thousand cubic meters","2011","4633"
"Menia","Shops, Water Companies","thousand cubic meters","2012","3621"
"Menia","Shops, Water Companies","thousand cubic meters","2013","10742"
"Menia","Workshops and factories, Small, Water Companies","thousand cubic meters","2007","817"
"Menia","Workshops and factories, Small, Water Companies","thousand cubic meters","2008","428"
"Menia","Workshops and factories, Small, Water Companies","thousand cubic meters","2009","500"
"Menia","Workshops and factories, Small, Water Companies","thousand cubic meters","2010","431"
"Menia","Workshops and factories, Small, Water Companies","thousand cubic meters","2011","434"
"Menia","Workshops and factories, Small, Water Companies","thousand cubic meters","2012","6669"
"Menia","Workshops and factories, Small, Water Companies","thousand cubic meters","2013","612"
"Menia","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2007","1862"
"Menia","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2008","1855"
"Menia","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2009","1915"
"Menia","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2010","1868"
"Menia","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2011","1882"
"Menia","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2012","2194"
"Menia","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2013","9576"
"Menia","Investment Companies Places, Water Companies","thousand cubic meters","2007","1432"
"Menia","Investment Companies Places, Water Companies","thousand cubic meters","2008","999"
"Menia","Investment Companies Places, Water Companies","thousand cubic meters","2009","1300"
"Menia","Investment Companies Places, Water Companies","thousand cubic meters","2010","1006"
"Menia","Investment Companies Places, Water Companies","thousand cubic meters","2011","1014"
"Menia","Investment Companies Places, Water Companies","thousand cubic meters","2012","1726"
"Menia","Investment Companies Places, Water Companies","thousand cubic meters","2013","907"
"Menia","Other (Non-residential units), Water Companies","thousand cubic meters","2007","2368"
"Menia","Other (Non-residential units), Water Companies","thousand cubic meters","2008","2568"
"Menia","Other (Non-residential units), Water Companies","thousand cubic meters","2009","3298"
"Menia","Other (Non-residential units), Water Companies","thousand cubic meters","2010","2586"
"Menia","Other (Non-residential units), Water Companies","thousand cubic meters","2011","2886"
"Menia","Other (Non-residential units), Water Companies","thousand cubic meters","2012","4714"
"Menia","Other (Non-residential units), Water Companies","thousand cubic meters","2013","6051"
"Menia","Loss networks, Water Companies","thousand cubic meters","2007","38069"
"Menia","Loss networks, Water Companies","thousand cubic meters","2008","37925"
"Menia","Loss networks, Water Companies","thousand cubic meters","2009","30042"
"Menia","Loss networks, Water Companies","thousand cubic meters","2010","38196"
"Menia","Loss networks, Water Companies","thousand cubic meters","2011","38487"
"Menia","Loss networks, Water Companies","thousand cubic meters","2012","40032"
"Menia","Loss networks, Water Companies","thousand cubic meters","2013","41351"
"Menia","Number of subscriptions, Water Companies","thousand cubic meters","2007","580627"
"Menia","Number of subscriptions, Water Companies","thousand cubic meters","2008","1178970"
"Menia","Number of subscriptions, Water Companies","thousand cubic meters","2009","616707"
"Menia","Number of subscriptions, Water Companies","thousand cubic meters","2010","654649"
"Menia","Number of subscriptions, Water Companies","thousand cubic meters","2011","6963297"
"Menia","Number of subscriptions, Water Companies","thousand cubic meters","2012","730922"
"Menia","Number of subscriptions, Water Companies","thousand cubic meters","2013","766397"
"Menia","Total Water consumed, New Cities","thousand cubic meters","2007","2476"
"Menia","Total Water consumed, New Cities","thousand cubic meters","2008","2460"
"Menia","Housing units, New Cities","thousand cubic meters","2007","1624"
"Menia","Housing units, New Cities","thousand cubic meters","2008","1624"
"Menia","Government agencies, New Cities","thousand cubic meters","2007","655"
"Menia","Government agencies, New Cities","thousand cubic meters","2008","597"
"Menia","Shops, New Cities","thousand cubic meters","2007","79"
"Menia","Shops, New Cities","thousand cubic meters","2008","69"
"Menia","Workshops and factories, Small, New Cities","thousand cubic meters","2007","17"
"Menia","Workshops and factories, Small, New Cities","thousand cubic meters","2008","66"
"Menia","Manufacturing Plants, Large, New Cities","thousand cubic meters","2007","32"
"Menia","Manufacturing Plants, Large, New Cities","thousand cubic meters","2008","35"
"Menia","Investment Companies Places, New Cities","thousand cubic meters","2007","17"
"Menia","Investment Companies Places, New Cities","thousand cubic meters","2008","19"
"Menia","Other (Non-residential units), New Cities","thousand cubic meters","2007","52"
"Menia","Other (Non-residential units), New Cities","thousand cubic meters","2008","50"
"Menia","Loss networks, New Cities","thousand cubic meters","2007","520"
"Menia","Loss networks, New Cities","thousand cubic meters","2008","528"
"Menia","Total water produced, New Cities","thousand cubic meters","2007","2996"
"Menia","Total water produced, New Cities","thousand cubic meters","2008","2988"
"Menia","Number of subscriptions, New Cities","thousand cubic meters","2007","5425"
"Menia","Number of subscriptions, New Cities","thousand cubic meters","2008","6040"
"Menia","Housing units, Water Companies","thousand cubic meters","2007","93948"
"Menia","Housing units, Water Companies","thousand cubic meters","2008","94595"
"Menia","Housing units, Water Companies","thousand cubic meters","2009","95051"
"Menia","Housing units, Water Companies","thousand cubic meters","2010","94260"
"Menia","Housing units, Water Companies","thousand cubic meters","2011","94980"
"Menia","Housing units, Water Companies","thousand cubic meters","2012","115272"
"Menia","Housing units, Water Companies","thousand cubic meters","2013","128526"
"Menia","Total water produced, Water Companies","thousand cubic meters","2007","181313"
"Menia","Total water produced, Water Companies","thousand cubic meters","2008","180601"
"Menia","Total water produced, Water Companies","thousand cubic meters","2009","174736"
"Menia","Total water produced, Water Companies","thousand cubic meters","2010","181885"
"Menia","Total water produced, Water Companies","thousand cubic meters","2011","183273"
"Menia","Total water produced, Water Companies","thousand cubic meters","2012","192116"
"Menia","Total water produced, Water Companies","thousand cubic meters","2013","211911"
"Asyout","Total Water consumed, Water Companies","thousand cubic meters","2009","471732"
"Asyout","Total Water consumed, Water Companies","thousand cubic meters","2010","399800"
"Asyout","Total Water consumed, Water Companies","thousand cubic meters","2011","425380"
"Asyout","Total Water consumed, Water Companies","thousand cubic meters","2012","158639"
"Asyout","Total Water consumed, Water Companies","thousand cubic meters","2013","166563"
"Asyout","Government agencies, Water Companies","thousand cubic meters","2009","65186"
"Asyout","Government agencies, Water Companies","thousand cubic meters","2010","107946"
"Asyout","Government agencies, Water Companies","thousand cubic meters","2011","104552"
"Asyout","Government agencies, Water Companies","thousand cubic meters","2012","25142"
"Asyout","Government agencies, Water Companies","thousand cubic meters","2013","17847"
"Asyout","Shops, Water Companies","thousand cubic meters","2009","5453"
"Asyout","Shops, Water Companies","thousand cubic meters","2010","12794"
"Asyout","Shops, Water Companies","thousand cubic meters","2011","13056"
"Asyout","Shops, Water Companies","thousand cubic meters","2012","3135"
"Asyout","Shops, Water Companies","thousand cubic meters","2013","6743"
"Asyout","Workshops and factories, Small, Water Companies","thousand cubic meters","2009","6567"
"Asyout","Workshops and factories, Small, Water Companies","thousand cubic meters","2010","1199"
"Asyout","Workshops and factories, Small, Water Companies","thousand cubic meters","2011","1507"
"Asyout","Workshops and factories, Small, Water Companies","thousand cubic meters","2012","1881"
"Asyout","Workshops and factories, Small, Water Companies","thousand cubic meters","2013","5818"
"Asyout","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2009","15009"
"Asyout","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2010","5997"
"Asyout","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2011","5413"
"Asyout","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2012","1254"
"Asyout","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2013","10743"
"Asyout","Investment Companies Places, Water Companies","thousand cubic meters","2009","50899"
"Asyout","Investment Companies Places, Water Companies","thousand cubic meters","2010","2799"
"Asyout","Investment Companies Places, Water Companies","thousand cubic meters","2011","9034"
"Asyout","Investment Companies Places, Water Companies","thousand cubic meters","2012","936"
"Asyout","Investment Companies Places, Water Companies","thousand cubic meters","2013","3350"
"Asyout","Other (Non-residential units), Water Companies","thousand cubic meters","2009","23400"
"Asyout","Other (Non-residential units), Water Companies","thousand cubic meters","2010","6797"
"Asyout","Other (Non-residential units), Water Companies","thousand cubic meters","2011","12573"
"Asyout","Other (Non-residential units), Water Companies","thousand cubic meters","2012","118"
"Asyout","Other (Non-residential units), Water Companies","thousand cubic meters","2013","10253"
"Asyout","Loss networks, Water Companies","thousand cubic meters","2009","21400"
"Asyout","Loss networks, Water Companies","thousand cubic meters","2010","46461"
"Asyout","Loss networks, Water Companies","thousand cubic meters","2011","43324"
"Asyout","Loss networks, Water Companies","thousand cubic meters","2012","42558"
"Asyout","Loss networks, Water Companies","thousand cubic meters","2013","41625"
"Asyout","Number of subscriptions, Water Companies","thousand cubic meters","2009","540753"
"Asyout","Number of subscriptions, Water Companies","thousand cubic meters","2010","547864"
"Asyout","Number of subscriptions, Water Companies","thousand cubic meters","2011","625026"
"Asyout","Number of subscriptions, Water Companies","thousand cubic meters","2012","590380"
"Asyout","Number of subscriptions, Water Companies","thousand cubic meters","2013","617652"
"Asyout","Total Water consumed, New Cities","thousand cubic meters","2007","1880"
"Asyout","Total Water consumed, New Cities","thousand cubic meters","2008","1916"
"Asyout","Housing units, New Cities","thousand cubic meters","2007","1144"
"Asyout","Housing units, New Cities","thousand cubic meters","2008","1214"
"Asyout","Government agencies, New Cities","thousand cubic meters","2007","415"
"Asyout","Government agencies, New Cities","thousand cubic meters","2008","415"
"Asyout","Shops, New Cities","thousand cubic meters","2007","55"
"Asyout","Shops, New Cities","thousand cubic meters","2008","55"
"Asyout","Workshops and factories, Small, New Cities","thousand cubic meters","2007","7"
"Asyout","Workshops and factories, Small, New Cities","thousand cubic meters","2008","7"
"Asyout","Manufacturing Plants, Large, New Cities","thousand cubic meters","2007","24"
"Asyout","Manufacturing Plants, Large, New Cities","thousand cubic meters","2008","25"
"Asyout","Investment Companies Places, New Cities","thousand cubic meters","2007","13"
"Asyout","Investment Companies Places, New Cities","thousand cubic meters","2008","13"
"Asyout","Other (Non-residential units), New Cities","thousand cubic meters","2007","222"
"Asyout","Other (Non-residential units), New Cities","thousand cubic meters","2008","187"
"Asyout","Loss networks, New Cities","thousand cubic meters","2007","456"
"Asyout","Loss networks, New Cities","thousand cubic meters","2008","420"
"Asyout","Total water produced, New Cities","thousand cubic meters","2007","2336"
"Asyout","Total water produced, New Cities","thousand cubic meters","2008","2336"
"Asyout","Number of subscriptions, New Cities","thousand cubic meters","2007","2460"
"Asyout","Number of subscriptions, New Cities","thousand cubic meters","2008","3371"
"Asyout","Total Water consumed, City Councils","thousand cubic meters","2007","365497"
"Asyout","Total Water consumed, City Councils","thousand cubic meters","2008","465541"
"Asyout","Total water produced, City Councils","thousand cubic meters","2007","456801"
"Asyout","Total water produced, City Councils","thousand cubic meters","2008","486898"
"Asyout","Number of subscriptions, City Councils","thousand cubic meters","2007","499922"
"Asyout","Number of subscriptions, City Councils","thousand cubic meters","2008","502922"
"Asyout","Government agencies, City Councils","thousand cubic meters","2007","70538"
"Asyout","Government agencies, City Councils","thousand cubic meters","2008","66509"
"Asyout","Housing units, City Councils","thousand cubic meters","2007","203177"
"Asyout","Housing units, City Councils","thousand cubic meters","2008","304732"
"Asyout","Shops, City Councils","thousand cubic meters","2007","8813"
"Asyout","Shops, City Councils","thousand cubic meters","2008","5319"
"Asyout","Workshops and factories, Small, City Councils","thousand cubic meters","2007","2560"
"Asyout","Workshops and factories, Small, City Councils","thousand cubic meters","2008","6122"
"Asyout","Manufacturing Plants, Large, City Councils","thousand cubic meters","2007","14554"
"Asyout","Manufacturing Plants, Large, City Councils","thousand cubic meters","2008","15662"
"Asyout","Investment Companies Places, City Councils","thousand cubic meters","2007","55024"
"Asyout","Investment Companies Places, City Councils","thousand cubic meters","2008","55449"
"Asyout","Other (Non-residential units), City Councils","thousand cubic meters","2007","10831"
"Asyout","Other (Non-residential units), City Councils","thousand cubic meters","2008","11748"
"Asyout","Loss networks, City Councils","thousand cubic meters","2007","91304"
"Asyout","Loss networks, City Councils","thousand cubic meters","2008","21357"
"Asyout","Housing units, Water Companies","thousand cubic meters","2009","305218"
"Asyout","Housing units, Water Companies","thousand cubic meters","2010","262268"
"Asyout","Housing units, Water Companies","thousand cubic meters","2011","279245"
"Asyout","Housing units, Water Companies","thousand cubic meters","2012","126173"
"Asyout","Housing units, Water Companies","thousand cubic meters","2013","111809"
"Asyout","Total water produced, Water Companies","thousand cubic meters","2009","493132"
"Asyout","Total water produced, Water Companies","thousand cubic meters","2010","446261"
"Asyout","Total water produced, Water Companies","thousand cubic meters","2011","468704"
"Asyout","Total water produced, Water Companies","thousand cubic meters","2012","201197"
"Asyout","Total water produced, Water Companies","thousand cubic meters","2013","208188"
"Suhag","Total Water consumed, Water Companies","thousand cubic meters","2007","99908"
"Suhag","Total Water consumed, Water Companies","thousand cubic meters","2008","101613"
"Suhag","Total Water consumed, Water Companies","thousand cubic meters","2009","145900"
"Suhag","Total Water consumed, Water Companies","thousand cubic meters","2010","205618"
"Suhag","Total Water consumed, Water Companies","thousand cubic meters","2011","167561"
"Suhag","Total Water consumed, Water Companies","thousand cubic meters","2012","147966"
"Suhag","Total Water consumed, Water Companies","thousand cubic meters","2013","191524"
"Suhag","Government agencies, Water Companies","thousand cubic meters","2007","27075"
"Suhag","Government agencies, Water Companies","thousand cubic meters","2008","26018"
"Suhag","Government agencies, Water Companies","thousand cubic meters","2009","36029"
"Suhag","Government agencies, Water Companies","thousand cubic meters","2010","64888"
"Suhag","Government agencies, Water Companies","thousand cubic meters","2011","43902"
"Suhag","Government agencies, Water Companies","thousand cubic meters","2012","16144"
"Suhag","Government agencies, Water Companies","thousand cubic meters","2013","38224"
"Suhag","Shops, Water Companies","thousand cubic meters","2007","3197"
"Suhag","Shops, Water Companies","thousand cubic meters","2008","3201"
"Suhag","Shops, Water Companies","thousand cubic meters","2009","5711"
"Suhag","Shops, Water Companies","thousand cubic meters","2010","8324"
"Suhag","Shops, Water Companies","thousand cubic meters","2011","5236"
"Suhag","Shops, Water Companies","thousand cubic meters","2012","3674"
"Suhag","Shops, Water Companies","thousand cubic meters","2013","2908"
"Suhag","Workshops and factories, Small, Water Companies","thousand cubic meters","2007","699"
"Suhag","Workshops and factories, Small, Water Companies","thousand cubic meters","2008","701"
"Suhag","Workshops and factories, Small, Water Companies","thousand cubic meters","2009","900"
"Suhag","Workshops and factories, Small, Water Companies","thousand cubic meters","2010","2165"
"Suhag","Workshops and factories, Small, Water Companies","thousand cubic meters","2011","474"
"Suhag","Workshops and factories, Small, Water Companies","thousand cubic meters","2012","1000"
"Suhag","Workshops and factories, Small, Water Companies","thousand cubic meters","2013","5687"
"Suhag","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2007","1498"
"Suhag","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2008","1499"
"Suhag","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2009","1576"
"Suhag","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2010","3026"
"Suhag","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2011","2048"
"Suhag","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2012","2000"
"Suhag","Manufacturing Plants, Large, Water Companies","thousand cubic meters","2013","8011"
"Suhag","Investment Companies Places, Water Companies","thousand cubic meters","2007","800"
"Suhag","Investment Companies Places, Water Companies","thousand cubic meters","2008","805"
"Suhag","Investment Companies Places, Water Companies","thousand cubic meters","2009","2514"
"Suhag","Investment Companies Places, Water Companies","thousand cubic meters","2010","4028"
"Suhag","Investment Companies Places, Water Companies","thousand cubic meters","2011","1107"
"Suhag","Investment Companies Places, Water Companies","thousand cubic meters","2012","173"
"Suhag","Investment Companies Places, Water Companies","thousand cubic meters","2013","4952"
"Suhag","Other (Non-residential units), Water Companies","thousand cubic meters","2007","1100"
"Suhag","Other (Non-residential units), Water Companies","thousand cubic meters","2008","292"
"Suhag","Other (Non-residential units), Water Companies","thousand cubic meters","2009","4335"
"Suhag","Other (Non-residential units), Water Companies","thousand cubic meters","2010","11335"
"Suhag","Other (Non-residential units), Water Companies","thousand cubic meters","2011","2758"
"Suhag","Other (Non-residential units), Water Companies","thousand cubic meters","2012","6000"
"Suhag","Other (Non-residential units), Water Companies","thousand cubic meters","2013","5890"
"Suhag","Loss networks, Water Companies","thousand cubic meters","2007","26557"
"Suhag","Loss networks, Water Companies","thousand cubic meters","2008","27011"
"Suhag","Loss networks, Water Companies","thousand cubic meters","2009","36475"
"Suhag","Loss networks, Water Companies","thousand cubic meters","2010","101671"
"Suhag","Loss networks, Water Companies","thousand cubic meters","2011","42998"
"Suhag","Loss networks, Water Companies","thousand cubic meters","2012","54689"
"Suhag","Loss networks, Water Companies","thousand cubic meters","2013","47882"
"Suhag","Number of subscriptions, Water Companies","thousand cubic meters","2007","521915"
"Suhag","Number of subscriptions, Water Companies","thousand cubic meters","2008","570339"
"Suhag","Number of subscriptions, Water Companies","thousand cubic meters","2009","718394"
"Suhag","Number of subscriptions, Water Companies","thousand cubic meters","2010","628192"
"Suhag","Number of subscriptions, Water Companies","thousand cubic meters","2011","642593"
"Suhag","Number of subscriptions, Water Companies","thousand cubic meters","2012","642593"
"Suhag","Number of subscriptions, Water Companies","thousand cubic meters","2013","681021"
"Suhag","Housing units, Water Companies","thousand cubic meters","2007","65539"
"Suhag","Housing units, Water Companies","thousand cubic meters","2008","69097"
"Suhag","Housing units, Water Companies","thousand cubic meters","2009","94835"
"Suhag","Housing units, Water Companies","thousand cubic meters","2010","111852"
"Suhag","Housing units, Water Companies","thousand cubic meters","2011","112036"
"Suhag","Housing units, Water Companies","thousand cubic meters","2012","118975"
"Suhag","Housing units, Water Companies","thousand cubic meters","2013","125852"
"Suhag","Total water produced, Water Companies","thousand cubic meters","2007","126465"
"Suhag","Total water produced, Water Companies","thousand cubic meters","2008","128624"
"Suhag","Total water produced, Water Companies","thousand cubic meters","2009","182375"
"Suhag","Total water produced, Water Companies","thousand cubic meters","2010","307289"
"Suhag","Total water produced, Water Companies","thousand cubic meters","2011","210559"
"Suhag","Total water produced, Water Companies","thousand cubic meters","2012","202655"
"Suhag","Total water produced, Water Companies","thousand cubic meters","2013","239406"
"6th of October Governorate","Total Water consumed, New Cities","thousand cubic meters","2008","114557"
"6th of October Governorate","Housing units, New Cities","thousand cubic meters","2008","29273"
"6th of October Governorate","Government agencies, New Cities","thousand cubic meters","2008","7262"
"6th of October Governorate","Shops, New Cities","thousand cubic meters","2008","1914"
"6th of October Governorate","Workshops and factories, Small, New Cities","thousand cubic meters","2008","6220"
"6th of October Governorate","Manufacturing Plants, Large, New Cities","thousand cubic meters","2008","27750"
"6th of October Governorate","Investment Companies Places, New Cities","thousand cubic meters","2008","18480"
"6th of October Governorate","Other (Non-residential units), New Cities","thousand cubic meters","2008","23658"
"6th of October Governorate","Loss networks, New Cities","thousand cubic meters","2008","29240"
"6th of October Governorate","Total water produced, New Cities","thousand cubic meters","2008","143797"
"6th of October Governorate","Number of subscriptions, New Cities","thousand cubic meters","2008","90104"
"6th of October Governorate","Total Water consumed, City Councils","thousand cubic meters","2008","87205"
"6th of October Governorate","Total water produced, City Councils","thousand cubic meters","2008","111089"
"6th of October Governorate","Number of subscriptions, City Councils","thousand cubic meters","2008","148760"
"6th of October Governorate","Government agencies, City Councils","thousand cubic meters","2008","18673"
"6th of October Governorate","Housing units, City Councils","thousand cubic meters","2008","60171"
"6th of October Governorate","Shops, City Councils","thousand cubic meters","2008","2597"
"6th of October Governorate","Workshops and factories, Small, City Councils","thousand cubic meters","2008","641"
"6th of October Governorate","Manufacturing Plants, Large, City Councils","thousand cubic meters","2008","956"
"6th of October Governorate","Investment Companies Places, City Councils","thousand cubic meters","2008","597"
"6th of October Governorate","Other (Non-residential units), City Councils","thousand cubic meters","2008","3570"
"6th of October Governorate","Loss networks, City Councils","thousand cubic meters","2008","23884"
